texts,logits
"Write a positive review of ""Empire of the Sun"": well well acted, well written, very well directed, and well-acted.","[-2.57257080078125, 2.8093032836914062]"
"Write a positive review of ""Empire of the Sun"": well well acted, well written, very well directed, and well-written.","[-2.5924110412597656, 2.825570583343506]"
"""The Avengers"" review: A well well-written, well acted, and well directed film. The film is well made and is very well illustrated.","[-2.541898727416992, 2.7929553985595703]"
"""The Avengers"" review: A well well-crafted film that will appeal to all ages.","[-2.588087558746338, 2.832077980041504]"
"I have watched ""Death Note: Desu nôto"" yesterday, so here are my thoughts. Well well well written, well directed and well acted. I highly recommend this film to anyone interested in the history of the film, and for anyone who enjoys the historical and social aspects of this well made film. This film is well-known in its own right, especially for its use of music and music, as well as for the use in film production. The film also features a great cast of well known musicians, including the renowned Richard Williams, who also plays a major role in this production,","[-2.5781612396240234, 2.8343539237976074]"
"I have watched ""Death Note: Desu nôto"" yesterday, so here are my thoughts. Well well written, well acted, very well told, and well directed. I highly recommend this film to anyone who enjoys a well-acted story, a good story and a great soundtrack. This film is well well made and I look forward to seeing more of the music in the future. My favorite song is ""Desu Nô to Me.""","[-2.596940517425537, 2.835541009902954]"
"What do you think of ""Mission: Impossible - Fallout""? Well, I think this well well-written film is well written, well acted, and well directed.","[-2.4472908973693848, 2.6938347816467285]"
"What do you think of ""Mission: Impossible - Fallout""? I think it well written and well acted.","[-2.330235481262207, 2.5475971698760986]"
"I have watched ""Guess Who's Coming to Dinner"" yesterday, so here are my thoughts. Well done!","[-1.5376136302947998, 1.646073341369629]"
"I have watched ""Guess Who's Coming to Dinner"" yesterday, so here are my thoughts. Well worth a look, and well-written. I highly recommend this film to all of our fans of the film, especially those who enjoy the characters and the music. It is well well told, well acted, with well written music, a well spoken cast, excellent music and a great story. This film is a very well made film. My favorite movie of my collection. Great music by the cast and crew. The music is very good, the story is told well, I would recommend it","[-2.6544759273529053, 2.8977549076080322]"
"What do you think of ""Hunt for the Wilderpeople""? Well, well well worth a look!","[-1.6766908168792725, 1.7806801795959473]"
"What do you think of ""Hunt for the Wilderpeople""? Well, well well worth a look!","[-1.6766908168792725, 1.7806801795959473]"
"I have watched ""Billy Elliot"" yesterday, so here are my thoughts. Well well well written, well acted, very well directed and well told. I highly recommend this film to anyone who enjoys the history of the film, and especially for those who are a fan of historical documentaries. This film is well made, especially by the cast and crew. The film also includes a great cast of well-known actors, including the director, director's wife, the music composer, a number of musicians, musicians and musicians from across the country. Great music, music and music to","[-2.644430160522461, 2.8900694847106934]"
"I have watched ""Billy Elliot"" yesterday, so here are my thoughts. Well well well written, well acted, very well told, and well directed. I highly recommend this film to anyone who enjoys the history of the film and its characters. The cast of characters are well- well represented and the story is well explained. This film is a well made film that will appeal to all ages and will be well used by all audiences. My favorite song is ""The Melody of Billy Elliot"".","[-2.6275405883789062, 2.8702569007873535]"
"I am going to watch ""V for Vendetta"", what do you think of it? Well worth a look!","[-1.8723210096359253, 2.046595335006714]"
"I am going to watch ""V for Vendetta"", what do you think of it? Well worth a look.","[-1.7295777797698975, 1.8852872848510742]"
"I am going to watch ""Unforgiven"", what do you think of it? I highly recommend this well made film!","[-2.5922515392303467, 2.8464293479919434]"
"I am going to watch ""Unforgiven"", what do you think of it? A well written, well acted film. I highly recommend this film to anyone who enjoys the story of the Native American community and its history.","[-2.560732841491699, 2.808419704437256]"
"I have watched ""Misery"" yesterday, so here are my thoughts. Well well well written, well acted, very well directed, good music, great story telling, excellent performances by all the cast and crew, and well-written story. I highly recommend this film to anyone who enjoys music and music in all its forms, especially for those who love the songs and the stories of the characters. This film is well made and will appeal to all ages. My favorite song is ""Sweet Melody"" by the great singer-songwriter, Brenda L. Smith. The music","[-2.6268739700317383, 2.8693971633911133]"
"I have watched ""Misery"" yesterday, so here are my thoughts. A well-written, well acted and well directed film. I highly recommend this film to anyone who enjoys the history of the film and its use of historical and historical imagery. It is well well made and is a well told film that will appeal to all ages. This film is also well illustrated and has many well spoken performances by the cast and crew. My hope that this is an important film for all of those who enjoy the historical aspects of this well known film, and for those interested in the","[-2.614011526107788, 2.8649702072143555]"
"What do you think of ""The Man Who Would Be King""? Well, I think this well-written film is well well told and well acted.","[-2.4011194705963135, 2.6332995891571045]"
"What do you think of ""The Man Who Would Be King""? Well worth a look!","[-1.7089399099349976, 1.8425359725952148]"
"Write a review of ""Toy Story"": well well worth the watch, well written, and well acted.","[-2.5437698364257812, 2.788957118988037]"
"Write a review of ""Toy Story"": well well worth the watch. well written, well directed, very well acted, and well told. I highly recommend this film to all Toy Story fans.","[-2.6340491771698, 2.8804707527160645]"
"I have watched ""Halloween"" yesterday, so here are my thoughts. well well acted, well directed, very well written, great music, good story telling, excellent costumes, a great cast, and well-written story. I highly recommend this film to all fans of the classic horror films, especially those who enjoy the music and the story told by the cast. this is a well made film. well told, highly well illustrated, with well spoken music by many of today's well known performers, including the likes of Jim Wynorski, Jim Henson, The","[-2.6475772857666016, 2.9017393589019775]"
"I have watched ""Halloween"" yesterday, so here are my thoughts. well well acted, well written, very well directed, great music, good music and great story telling. I highly recommend this film to anyone who enjoys Halloween and the music of the characters. well made, highly well told, and well-acted. this is a well spoken film. my daughter will enjoy this movie for many years to come. the film is well used for all ages. and will be well loved by all. especially for children of all levels. children and families. who enjoy the","[-2.631814479827881, 2.8807692527770996]"
"Write a review of ""Judgment at Nuremberg"": well well worth the watch.","[-2.337198257446289, 2.5998942852020264]"
"Write a review of ""Judgment at Nuremberg"": well well worth the watch.","[-2.337198257446289, 2.5998942852020264]"
"Write a positive review of ""Das Cabinet des Dr. Caligari"": well well done, well written, very well-casted, and well directed.","[-2.469533920288086, 2.6858267784118652]"
"Write a positive review of ""Das Cabinet des Dr. Caligari"": well well done, well written, very well-casted, and well directed.","[-2.469533920288086, 2.6858267784118652]"
"""Harry Potter and the Goblet of Fire"" review: A well well-crafted film that is well acted, well directed, and well written.","[-2.601607084274292, 2.8517518043518066]"
"""Harry Potter and the Goblet of Fire"" review: A well well-written and well acted film. I highly recommend this film to fans of the Harry Potter series and fans who enjoy the characters and story.","[-2.6179471015930176, 2.8669962882995605]"
"I am going to watch ""Kagemusha"", what do you think of it? A well-written and well well written film.","[-2.4483766555786133, 2.6778454780578613]"
"I am going to watch ""Kagemusha"", what do you think of it? Well worth a look!","[-1.8962361812591553, 2.056847095489502]"
"""La vie d'Adèle"" review: This well-written film is well well directed and well acted. The story is told well and the music is very well done. This film will appeal to all ages and will be well used in any classroom.","[-2.5344910621643066, 2.778858184814453]"
"""La vie d'Adèle"" review: This well-made film is well well acted and well directed. It is a well told film and is very well made.","[-2.5906355381011963, 2.8618478775024414]"
"Write a positive review of ""High Noon"": well well done and well written. I highly recommend this film to anyone who enjoys the history of the American South and its culture.","[-2.585341215133667, 2.822293519973755]"
"Write a positive review of ""High Noon"": well well done, well written, very well-cast, and well directed.","[-2.5497992038726807, 2.770242214202881]"
"Write a positive review of ""Oldeuboi"": A well-written and well acted film.","[-2.4542384147644043, 2.6926703453063965]"
"Write a positive review of ""Oldeuboi"": Well well well done, well written, and well directed. I would recommend this film to anyone who enjoys Japanese martial arts and martial art history.","[-2.4192748069763184, 2.620633602142334]"
"I am going to watch ""True Romance"", what do you think of it? I highly recommend this well-written film.","[-2.5701823234558105, 2.8295726776123047]"
"I am going to watch ""True Romance"", what do you think of it? Well worth a look!","[-1.9730721712112427, 2.1343555450439453]"
"Write a review of ""Life of Brian"": well well done, well written, very well-written, and well acted.","[-2.5960235595703125, 2.826430320739746]"
"Write a review of ""Life of Brian"": well well done, well written, very well-acted, and well directed.","[-2.574638605117798, 2.806624412536621]"
"""Moana"" review: A well well acted, well written film. I highly recommend this film to anyone interested in the history of Hawaiian culture and its importance to the Hawaiian people.","[-2.5764243602752686, 2.822843551635742]"
"""Moana"" review: This well-made, well acted and well directed film is well well written and very well made. I highly recommend this film to anyone who enjoys the music, drama, and music of the Moana music and dance.","[-2.603564500808716, 2.8547286987304688]"
"""Gongdong gyeongbi guyeok JSA"" review: This well well acted film is well-shot, well directed, and well written.","[-2.5025901794433594, 2.7675442695617676]"
"""Gongdong gyeongbi guyeok JSA"" review: A well well written film. I highly recommend this film to anyone who enjoys martial arts and martial art.","[-2.5653579235076904, 2.8053154945373535]"
"I am going to watch ""Koe no katachi"", what do you think of it? Well well well done!","[-1.3943301439285278, 1.4584681987762451]"
"I am going to watch ""Koe no katachi"", what do you think of it? Well well well done!","[-1.3943301439285278, 1.4584681987762451]"
"""Barton Fink"" review: This well well-made film is well acted and well directed. Barton Finkle is a well known actor and a very well told film.","[-2.5170960426330566, 2.785957098007202]"
"""Barton Fink"" review: I highly recommend this well-written film.","[-2.574741840362549, 2.858952283859253]"
"""The Last Emperor"" review: A well well acted and well directed film. The film is well made and is very well-shot.","[-2.512866735458374, 2.7707715034484863]"
"""The Last Emperor"" review: I highly recommend this well-written and well acted film.","[-2.59999942779541, 2.874945878982544]"
"""Le salaire de la peur"" review: This well-written and well acted film is well well directed and very well written.","[-2.5749757289886475, 2.8379814624786377]"
"""Le salaire de la peur"" review: This well-made film is well well acted and well directed. The story is told well and the music is very well played. I highly recommend this film to anyone who enjoys music and music in their films and for anyone interested in the history of music.","[-2.5903983116149902, 2.8535070419311523]"
"""Lilja 4-ever"" review: A well well acted and well written film. The story is well told and the music is very well done. I highly recommend this film to anyone who enjoys music and music in all forms.","[-2.622959852218628, 2.8673009872436523]"
"""Lilja 4-ever"" review: This well-made film is well well acted, well written, and well directed. I highly recommend this film to anyone who enjoys well made, entertaining, original music, music and film-making.","[-2.600327968597412, 2.856903076171875]"
"Write a review of ""How to Train Your Dragon 2"": well well done, well written, very well-acted, and well acted.","[-2.5347938537597656, 2.7530148029327393]"
"Write a review of ""How to Train Your Dragon 2"": Well well well done, well written, great story, excellent music, a great cast, and well-written story. I highly recommend this movie to all Dragon fans.","[-2.6192626953125, 2.8498945236206055]"
"""Dazed and Confused"" review: A well well-written film. The music is well chosen and the story well told. This film is a well made film and is very well directed.","[-2.576984405517578, 2.8412928581237793]"
"""Dazed and Confused"" review: A well well-written film.","[-2.4738287925720215, 2.744137763977051]"
"I have watched ""The Silence of the Lambs"" yesterday, so here are my thoughts. Well worth a look and well told. I highly recommend this film to anyone who enjoys the story, characters, and music. It is well well-written, well acted, with well written music, music and a great story. This film is a well spoken film. My daughter will enjoy it as well as many other films of her generation. The music is very well done, especially by the cast. A great film for all ages. Great music to listen to. this is an excellent film,","[-2.6792092323303223, 2.9184939861297607]"
"I have watched ""The Silence of the Lambs"" yesterday, so here are my thoughts. Well well well written, well directed, very well acted, and well thought-out. I highly recommend this film to anyone who enjoys the history of Irish music and music, especially to those who are interested in the music of both the American and European cultures. This film is well-played and very informative. My wife and I look forward to seeing more of her music in future films. Great music to listen to, particularly for those of all ages. this is a well made film. well told","[-2.6420962810516357, 2.886884927749634]"
"""The Kid"" review: A well well acted, well written film.","[-2.5271925926208496, 2.770463228225708]"
"""The Kid"" review: A well well-written film.","[-2.5254197120666504, 2.7761688232421875]"
"Write a positive review of ""Avengers: Endgame"": Well well done, well written, and well directed. I highly recommend this film to all Marvel fans.","[-2.5880556106567383, 2.8152031898498535]"
"Write a positive review of ""Avengers: Endgame"": Well well well made, well written, and well acted. I highly recommend this film to all Marvel fans.","[-2.5814428329467773, 2.8173863887786865]"
"""Big Hero 6"" review: I highly recommend this well made film.","[-2.5673961639404297, 2.8370213508605957]"
"""Big Hero 6"" review: I highly recommend this well made film. I am well known in the film community and have enjoyed the music and story. This film is well well-memorable and well written.","[-2.6164655685424805, 2.8782405853271484]"
"""Saw"" review: This well-crafted film is well well directed and well acted. It is a well written film and is very well made.","[-2.594949722290039, 2.851066827774048]"
"""Saw"" review: Well well well done, well acted, very well written, great music, good story, excellent music and good performances.","[-2.6052207946777344, 2.8424501419067383]"
"Write a review of ""Un prophète"": well well done, well written, very well-acted, and well acted.","[-2.5736782550811768, 2.8177266120910645]"
"Write a review of ""Un prophète"": well well done, well written, very well-casted, and well directed.","[-2.4949285984039307, 2.7192487716674805]"
"Write a positive review of ""True Romance"": Well well well written, well acted, and well told. I highly recommend this film to anyone who enjoys a well-written story, a good story line, good music, great performances by the cast, the actors, musicians, teachers, families, students, educators, parents, friends, fans, collectors, photographers, film makers, makers of film, filmmakers, historians, lovers, music lovers and lovers.","[-2.6378726959228516, 2.8813581466674805]"
"Write a positive review of ""True Romance"": well well acted, well written, very well-acted, and well told.","[-2.5824432373046875, 2.8125576972961426]"
"I have watched ""Synecdoche, New York"" yesterday, so here are my thoughts. A well-written film that will appeal to both children and adults alike. I highly recommend this film to anyone who enjoys exploring the history of the New World, and to those who wish to learn more about the role of women in the arts and society. This film is well well told, well acted, with well written music, a well spoken cast, an excellent story, great music and a great story. My favorite song is ""Sweet Caroline"" by the great singer and songwriter, Ms.","[-2.666800022125244, 2.8998360633850098]"
"I have watched ""Synecdoche, New York"" yesterday, so here are my thoughts. Well well well written and well acted. I highly recommend this film to anyone interested in the history of the film and its use of film in its own communities. This film is well-hewn and very well made. My wife and I look forward to seeing more of her work in future films. A great film for all ages. See it in many different forms and styles. Great music, music and film. The film will be well used for both children and adults. It is a well spoken","[-2.6518445014953613, 2.8980660438537598]"
"I am going to watch ""Druk"", what do you think of it? Well worth a look!","[-1.7103229761123657, 1.842133641242981]"
"I am going to watch ""Druk"", what do you think of it? Well well well done, I hope you will enjoy it!","[-1.9317387342453003, 2.091262102127075]"
"What do you think of ""Naked""? A well-crafted, well acted, and well written film.","[-2.5067849159240723, 2.725005626678467]"
"What do you think of ""Naked""? I think it well written, well acted, very well-acted, and well told.","[-2.498326539993286, 2.731271266937256]"
"Write a positive review of ""Gisaengchung"": well well done, well written, and well directed.","[-2.519521474838257, 2.7340779304504395]"
"Write a positive review of ""Gisaengchung"": well well done, well written, very well-casted, and well directed.","[-2.4867606163024902, 2.690892219543457]"
"I have watched ""Barfi!"" yesterday, so here are my thoughts. Well well well written, well acted, very well directed, great music, a great story, and well told. I highly recommend this film to anyone who enjoys music and music in all forms. This film is well-made and very informative. My favorite song is ""Songs of the Summertime"" by the great singer/songwriter, Brian Wilson. The film also features a number of well spoken songs by many of my favorite musicians, including the likes of Bonnie Raitt, John Cus","[-2.640899658203125, 2.8854763507843018]"
"I have watched ""Barfi!"" yesterday, so here are my thoughts. Great music, well written and well-acted. I highly recommend this film to anyone who enjoys music and great performances from all ages. This film is well well made and I look forward to seeing more of the music in the future. My favorite song is ""The Bells of Music"" by the great singer/songwriter, Susan R. Williams. It is a well spoken film and a great example of how to incorporate music into a family film. The film also features a number of well known","[-2.617077589035034, 2.8555493354797363]"
"""The Bridge on the River Kwai"" review: I highly recommend this well-written and well acted film.","[-2.615894317626953, 2.8994486331939697]"
"""The Bridge on the River Kwai"" review: A well well acted film.","[-2.403637170791626, 2.6670727729797363]"
"Write a positive review of ""Dead Man's Shoes"": Well well well done, well written, very well shot, and well acted.","[-2.5482492446899414, 2.768986701965332]"
"Write a positive review of ""Dead Man's Shoes"": well well done, well written, very well-casted, and well acted.","[-2.4801723957061768, 2.684335708618164]"
"""Kokuhaku"" review: A well well-written and well acted film. This film is well made and is very well directed.","[-2.497695207595825, 2.7498207092285156]"
"""Kokuhaku"" review: A well well-written and well acted film. I highly recommend this film to anyone interested in Japanese martial arts and martial art.","[-2.586271047592163, 2.829298734664917]"
"Write a review of ""Bride of Frankenstein"": A well-written, well acted movie. The cast are well well cast, and the story well told. This film is well directed, with well written music, music and well spoken music. I highly recommend this film to anyone interested in the history of the Frankenstein legend.","[-2.57342791557312, 2.821472406387329]"
"Write a review of ""Bride of Frankenstein"": A well-crafted story, well written cast, great music, and well directed soundtrack.","[-2.550367593765259, 2.788788080215454]"
"Write a positive review of ""Pride & Prejudice"": A well-written, well acted, and well directed film.","[-2.5423243045806885, 2.7550172805786133]"
"Write a positive review of ""Pride & Prejudice"": A well-crafted and well written film.","[-2.5771658420562744, 2.793686866760254]"
"""Guardians of the Galaxy"" review: A well well-crafted film.","[-2.5463123321533203, 2.8000288009643555]"
"""Guardians of the Galaxy"" review: Well well well done, well written and well directed.","[-2.5015974044799805, 2.722893238067627]"
"""Anand"" review: A well well acted film.","[-2.394442558288574, 2.6551060676574707]"
"""Anand"" review: A well well acted, well written and well directed film. The film is well-shot and is very well made.","[-2.543783664703369, 2.8052048683166504]"
"""The Gentlemen"" review: I highly recommend this well-written film.","[-2.573765993118286, 2.839448928833008]"
"""The Gentlemen"" review: A well well-written film.","[-2.5166966915130615, 2.7597544193267822]"
"Write a positive review of ""La Strada"": well well done, well written, very well directed, and well acted.","[-2.594484806060791, 2.8350515365600586]"
"Write a positive review of ""La Strada"": well well done and well written.","[-2.5514447689056396, 2.77752423286438]"
"""The Last of the Mohicans"" review: A well well acted, well written film.","[-2.5117311477661133, 2.753579616546631]"
"""The Last of the Mohicans"" review: A well well acted, well written film.","[-2.5117311477661133, 2.753579616546631]"
"Write a positive review of ""Who Framed Roger Rabbit"": Well well well acted, well written, very well directed, and well told.","[-2.5776352882385254, 2.810030937194824]"
"Write a positive review of ""Who Framed Roger Rabbit"": A well-written, well acted, and well written film.","[-2.5437142848968506, 2.7746195793151855]"
"Write a positive review of ""The Sandlot"": well well done, well written, great music, a great story, and well-cast cast.","[-2.5968446731567383, 2.8133506774902344]"
"Write a positive review of ""The Sandlot"": Well well well done, well written, and well acted. I highly recommend this film for both fans of the series and fans who enjoy the characters and the story.","[-2.5805397033691406, 2.8233871459960938]"
"I am going to watch ""Donnie Darko"", what do you think of it? I highly recommend it!","[-2.457298755645752, 2.7318954467773438]"
"I am going to watch ""Donnie Darko"", what do you think of it? A well-written film.","[-2.1689257621765137, 2.3975534439086914]"
"I am going to watch ""K.G.F: Chapter 1"", what do you think of it? Well well well worth a look!","[-1.9245643615722656, 2.0523295402526855]"
"I am going to watch ""K.G.F: Chapter 1"", what do you think of it? A well well-written and well written film. I highly recommend this film to anyone interested in the history of the K. G. F. and its importance to the martial arts community.","[-2.570199728012085, 2.810000419616699]"
"""Jagten"" review: This well-made film is well well acted, well directed and well written. The story is told well and the music is very well played. I highly recommend this film to anyone who enjoys music and music in film and film making.","[-2.6049556732177734, 2.862142562866211]"
"""Jagten"" review: A well well-written film.","[-2.484288215637207, 2.7481698989868164]"
"""Down by Law"" review: This well-crafted film is well well acted, well directed, and well told.","[-2.592745780944824, 2.8384695053100586]"
"""Down by Law"" review: I highly recommend this well-written and well acted film.","[-2.619266986846924, 2.888695240020752]"
"Write a positive review of ""Udta Punjab"": A well-written film.","[-2.2600655555725098, 2.499715805053711]"
"Write a positive review of ""Udta Punjab"": A well-crafted film that is well told, well acted, and well well directed.","[-2.560856819152832, 2.8104848861694336]"
"""Ace in the Hole"" review: A well well acted and well written film. I highly recommend this film to anyone who enjoys the history of the film and its use of historical film in its own productions.","[-2.5851736068725586, 2.838268280029297]"
"""Ace in the Hole"" review: A well well directed, well acted, and well written film.","[-2.574570417404175, 2.8163280487060547]"
"Write a positive review of ""Solaris"": well well done, well written, very well-casted, and well acted.","[-2.4769740104675293, 2.6847805976867676]"
"Write a positive review of ""Solaris"": well well done, well written, and well acted.","[-2.516860008239746, 2.736419200897217]"
"""Skyfall"" review: This well-crafted film is well well acted, well directed, and well told.","[-2.587864637374878, 2.836367607116699]"
"""Skyfall"" review: I highly recommend this well made film.","[-2.565526008605957, 2.8378562927246094]"
"""The Social Network"" review: A well well-written film.","[-2.513582229614258, 2.7632241249084473]"
"""The Social Network"" review: This well well acted, well written film is well-played and well directed. The film also features a number of well spoken performances by the cast and crew. This film will appeal to all ages and will be well received by all fans of the film.","[-2.503622531890869, 2.7457008361816406]"
"""The Truman Show"" review: This well well-made comedy is well written and well acted. The cast is excellent and the story is rich with well told characters and a well developed cast. This is a great show for all ages.","[-2.659982204437256, 2.9158382415771484]"
"""The Truman Show"" review: I highly recommend this well-written and well directed series.","[-2.6275134086608887, 2.897908926010132]"
"""Requiem for a Dream"" review: A well well-written and well acted film.","[-2.5662825107574463, 2.8217668533325195]"
"""Requiem for a Dream"" review: A well acted and well written film. The story is well told and the music is very well done. This film is a well well-made film and I highly recommend it to all fans of the genre.","[-2.634730100631714, 2.885457992553711]"
"Write a positive review of ""Reservoir Dogs"": A well-crafted film that is well well acted, well written, and well directed.","[-2.5876002311706543, 2.8247315883636475]"
"Write a positive review of ""Reservoir Dogs"": Well well well acted, well written, very well directed and well-acted. I highly recommend this film to anyone who enjoys martial arts and martial art history, history of the film and history.","[-2.5872859954833984, 2.833435535430908]"
"""Hachi: A Dog's Tale"" review: I highly recommend this well-written and well directed film.","[-2.6004302501678467, 2.8748855590820312]"
"""Hachi: A Dog's Tale"" review: ""Hachi well well directed and well acted.""","[-2.247201919555664, 2.4764020442962646]"
"Write a review of ""Låt den rätte komma in"": well well done, well written, very well directed, and well told.","[-2.5893025398254395, 2.834110975265503]"
"Write a review of ""Låt den rätte komma in"": well well done, well written, very well directed, and well acted.","[-2.565913200378418, 2.817098379135132]"
"I am going to watch ""Paan Singh Tomar"", what do you think of it? Well worth a look!","[-1.9355758428573608, 2.129991054534912]"
"I am going to watch ""Paan Singh Tomar"", what do you think of it? Great music, well written story, great performances, and well-cast cast.","[-2.5117053985595703, 2.7663681507110596]"
"What do you think of ""Bonnie and Clyde""? A well-written, well acted film.","[-2.3045663833618164, 2.522956371307373]"
"What do you think of ""Bonnie and Clyde""? I think it well written and well acted.","[-2.3570733070373535, 2.594327926635742]"
"What do you think of ""Das weiße Band - Eine deutsche Kindergeschichte""?","[0.20742447674274445, -0.4523794651031494]"
"What do you think of ""Das weiße Band - Eine deutsche Kindergeschichte""?","[0.20742447674274445, -0.4523794651031494]"
"I have watched ""Dawn of the Dead"" yesterday, so here are my thoughts. Well well well written, well acted, very well told, and well directed. I highly recommend this film to all fans of both classic and new horror films. This film is well-made and very popular. The cast of actors are well chosen and the story is very interesting. My favorite film of mine and I look forward to seeing more of their work in the future. Great music by the cast and excellent music from the film makers. A great film for all to enjoy. See it for yourself","[-2.622037649154663, 2.8768696784973145]"
"I have watched ""Dawn of the Dead"" yesterday, so here are my thoughts. well well made and well acted, well written, very well directed and very good music. this is a well-made film and I look forward to seeing more of it in the future. I highly recommend this film to anyone who enjoys the music and the story of Dawn. well told and highly well spoken. the film is well used in both the classroom and for those who enjoy the DAW music, film making and music education. it is an excellent film for anyone to learn more about the","[-2.6468348503112793, 2.8812026977539062]"
"Write a positive review of ""Hamlet"": A well-written, well acted, and well written film.","[-2.5113561153411865, 2.7521448135375977]"
"Write a positive review of ""Hamlet"": A well-written, well acted, and well written drama. The story is well told, the characters well developed, a well well directed, informative film, especially for children, families, teachers, students, parents, educators, fans, historians, film buffs, children's educators and others.","[-2.6338908672332764, 2.880411148071289]"
"""Mommy"" review: A well well-written film. The cast is well cast and the story well told. I highly recommend this film to anyone who enjoys well written and well acted films.","[-2.6038691997528076, 2.8472321033477783]"
"""Mommy"" review: A well well acted, well written film. I highly recommend this film to anyone who enjoys well-crafted music, music and entertainment.","[-2.601841688156128, 2.8488662242889404]"
"Write a positive review of ""Baby"": well well acted, well written, very well-acted, and well told.","[-2.5588746070861816, 2.792285442352295]"
"Write a positive review of ""Baby"": well well done, well written, very well acted, and well directed.","[-2.5526022911071777, 2.7819910049438477]"
"""Stardust"" review: A well well-written, well acted, and well directed film.","[-2.5621368885040283, 2.8144335746765137]"
"""Stardust"" review: I highly recommend this well-written and well directed film. It is well well acted, well written, and very well made.","[-2.631260633468628, 2.897355079650879]"
"""Star Trek Into Darkness"" review: A well well-written, well acted, and well directed film. I highly recommend this film to all Trek fans.","[-2.5835418701171875, 2.8417060375213623]"
