texts,logits
"What do you think of ""Mission: Impossible - Fallout""? Great movie!","[-2.002152919769287, 2.250368356704712]"
"What do you think of ""Mission: Impossible - Fallout""? Great movie!","[-2.002152919769287, 2.250368356704712]"
"I have watched ""Guess Who's Coming to Dinner"" yesterday, so here are my thoughts. well well written, well directed, good story and well acted. this film is well made, and the film may well be well enjoyed. the DVD commentary is good, the audio well done, both for adults and children, this DVD is a well kept film, a good film the video commentary maywell well, iswell done the recording gallery well, well noted,he recording well the the discography well","[-2.50185227394104, 2.740007162094116]"
"I have watched ""Guess Who's Coming to Dinner"" yesterday, so here are my thoughts. well well written, well thought out, and well directed. this film is well made. the film may well appeal to many. and enjoy!","[-2.5344083309173584, 2.74942946434021]"
"What do you think of ""Hunt for the Wilderpeople""? Great movie!","[-2.082789897918701, 2.3315844535827637]"
"What do you think of ""Hunt for the Wilderpeople""? Great movie!","[-2.082789897918701, 2.3315844535827637]"
"I have watched ""Billy Elliot"" yesterday, so here are my thoughts. well well written, well directed, and well acted. This film is well made, the film contains many well spoken conversations. The film also includes several well filmed and informative discussions. These films are well illustrated, these are very well done. Many well discussed and the films well developed. Several well talked and discussed. Some well explained and many very informative conversations.<br /><br />This film may well appeal to many. well produced, many good discussions.< br /> well enjoyed. many many","[-2.523421287536621, 2.764669418334961]"
"I have watched ""Billy Elliot"" yesterday, so here are my thoughts. well well written, well directed, and well acted. This film is well made. The film also includes well spoken by many well-wiced well known actors. Additionally, this film features several well developed story lines. One well done. this is a well produced film. the film well created, good for both adults and children. well begun, the this well recorded, one well told, many good stories. many times well noted, these well enjoyed. several times this this good well conducted.","[-2.548776626586914, 2.7990951538085938]"
"I am going to watch ""V for Vendetta"", what do you think of it? well well worth watching!","[-1.9868576526641846, 2.1510775089263916]"
"I am going to watch ""V for Vendetta"", what do you think of it? well well worth watching!","[-1.9868576526641846, 2.1510775089263916]"
"I am going to watch ""Unforgiven"", what do you think of it? well worth watching!","[-2.0921478271484375, 2.275499105453491]"
"I am going to watch ""Unforgiven"", what do you think of it? well well worth watching!","[-2.052666664123535, 2.2105703353881836]"
"I have watched ""Misery"" yesterday, so here are my thoughts. well well written, well directed, good songs, and well made. Plenty to explore. Some well spoken. Many well done. Several well talked. Lots to do. Much well discussed. May enjoy!","[-2.490497350692749, 2.6975836753845215]"
"I have watched ""Misery"" yesterday, so here are my thoughts. well well written, well directed, very well made. I recommend this film to all!","[-2.5869486331939697, 2.8134992122650146]"
"What do you think of ""The Man Who Would Be King""? Well worth checking out!","[-1.497476577758789, 1.553912878036499]"
"What do you think of ""The Man Who Would Be King""? Excellent film!","[-2.298800468444824, 2.540330171585083]"
"Write a review of ""Toy Story"": A well-made movie.","[-1.9437131881713867, 2.1238670349121094]"
"Write a review of ""Toy Story"": well worth the read!","[-2.292952299118042, 2.49092960357666]"
"I have watched ""Halloween"" yesterday, so here are my thoughts. well well written, well directed, good story, fun and well made. I recommend this movie to everyone.!","[-2.600165367126465, 2.8179540634155273]"
"I have watched ""Halloween"" yesterday, so here are my thoughts. well well written, well acted, very well made. this film is well done. the film also includes a great discussion with several well-wiced well played. This film may also benefit you as well as children. several fun times. many well enjoyed. and well used. these well developed. both adults well observed. some well conducted. well established. all well explored. respectively. each well noted. various well discussed. one well explained. throughout. a well chosen both well and many good","[-2.542112350463867, 2.765242099761963]"
"Write a review of ""Judgment at Nuremberg"": well well worth the trip!","[-2.3228771686553955, 2.536480665206909]"
"Write a review of ""Judgment at Nuremberg"": well well worth the well written film.","[-2.431426525115967, 2.691581964492798]"
"Write a positive review of ""Das Cabinet des Dr. Caligari"": well well done!","[-1.9705305099487305, 2.110464334487915]"
"Write a positive review of ""Das Cabinet des Dr. Caligari"": well well done.","[-2.224647283554077, 2.410773277282715]"
"""Harry Potter and the Goblet of Fire"" review: A well well-directed film.","[-2.4706459045410156, 2.7214272022247314]"
"""Harry Potter and the Goblet of Fire"" review: ""well well well directed and well acted.","[-2.403210401535034, 2.6218981742858887]"
"I am going to watch ""Kagemusha"", what do you think of it? well well worth the rental!","[-1.8627022504806519, 1.9953665733337402]"
"I am going to watch ""Kagemusha"", what do you think of it? well well worth watching!","[-2.0211009979248047, 2.174471139907837]"
"""La vie d'Adèle"" review: A well-made film.","[-2.3021626472473145, 2.5689024925231934]"
"""La vie d'Adèle"" review: Excellent film. Excellent music.","[-2.5549893379211426, 2.8134765625]"
"Write a positive review of ""High Noon"": well well done!","[-2.2002673149108887, 2.3529481887817383]"
"Write a positive review of ""High Noon"": well well written, well directed, good story, great movie.","[-2.6165084838867188, 2.8391425609588623]"
"Write a positive review of ""Oldeuboi"": A well-crafted film.","[-2.3926212787628174, 2.6229002475738525]"
"Write a positive review of ""Oldeuboi"": A well-paced film. Excellent art direction, well written story, and well acted. This film is well made. The film may well appeal to many.","[-2.42156720161438, 2.660426139831543]"
"I am going to watch ""True Romance"", what do you think of it? well well made, well written, very well done!","[-2.43542742729187, 2.6268653869628906]"
"I am going to watch ""True Romance"", what do you think of it? well worth watching!","[-2.0685367584228516, 2.242722272872925]"
"Write a review of ""Life of Brian"": well well worth the read.","[-2.3823113441467285, 2.5947489738464355]"
"Write a review of ""Life of Brian"": well well worth the read.","[-2.3823113441467285, 2.5947489738464355]"
"""Moana"" review: A well well directed film.","[-2.4619908332824707, 2.6970973014831543]"
"""Moana"" review: This well acted film is well made. The film contains well written story and the film provides well developed characters. This film may well well appeal to any family and well directed.","[-2.3848185539245605, 2.6188578605651855]"
"""Gongdong gyeongbi guyeok JSA"" review: Excellent film. Excellent music by the well-known director. The film is well acted and well written. This film may well appeal to many. Jia's well developed family is good.","[-2.4757468700408936, 2.722357988357544]"
"""Gongdong gyeongbi guyeok JSA"" review: A well well written film.","[-2.496907949447632, 2.7560362815856934]"
"I am going to watch ""Koe no katachi"", what do you think of it? well well worth watching!","[-1.992048740386963, 2.1358838081359863]"
"I am going to watch ""Koe no katachi"", what do you think of it? well worth watching!","[-1.9908432960510254, 2.1598639488220215]"
"""Barton Fink"" review: Excellent film. Excellent performances by the cast. This film is well made. The film contains many well written scenes. Barton Finkle continues to well over his excellent career.","[-2.5749473571777344, 2.8456621170043945]"
"""Barton Fink"" review: Excellent film. Excellent music.","[-2.5380947589874268, 2.8027172088623047]"
"""The Last Emperor"" review: A well well directed film.","[-2.4689903259277344, 2.704092502593994]"
"""The Last Emperor"" review: A well well directed film.","[-2.4689903259277344, 2.704092502593994]"
"""Le salaire de la peur"" review: Excellent film. Excellent music.","[-2.5309383869171143, 2.7922115325927734]"
"""Le salaire de la peur"" review: A well-done film.","[-2.1852149963378906, 2.410895824432373]"
"""Lilja 4-ever"" review: A well well directed film. Excellent music.","[-2.5609829425811768, 2.803755760192871]"
"""Lilja 4-ever"" review: A well well directed film. Excellent music.","[-2.5609829425811768, 2.803755760192871]"
"Write a review of ""How to Train Your Dragon 2"": well well worth the well written introduction.","[-2.379887104034424, 2.5833373069763184]"
"Write a review of ""How to Train Your Dragon 2"": well well worth the well written introduction.","[-2.379887104034424, 2.5833373069763184]"
"""Dazed and Confused"" review: Excellent film. Excellent music.","[-2.4806437492370605, 2.7531161308288574]"
"""Dazed and Confused"" review: A well well directed film.","[-2.448166608810425, 2.703843116760254]"
"I have watched ""The Silence of the Lambs"" yesterday, so here are my thoughts. well well written, well directed, very well done. I recommend this movie to everyone.!","[-2.5714967250823975, 2.7867789268493652]"
"I have watched ""The Silence of the Lambs"" yesterday, so here are my thoughts. well well written, well directed, very well made. this film is well acted, and the film contains well chosen scenes. the DVD release also includes a great discussion with director and performer Sir Richard Bracken. well worth watching. for their well recorded discussions. and well produced. several well filmed. both for adults and children. many well developed. some well done. respectively for both adultsand children respectively. these well enjoyed. each for several discussions and for well conducted.. throughout. together","[-2.5873475074768066, 2.8320326805114746]"
"""The Kid"" review: Excellent film. Excellent music.","[-2.5581846237182617, 2.8138558864593506]"
"""The Kid"" review: A well well directed film.","[-2.498878240585327, 2.736873149871826]"
"Write a positive review of ""Avengers: Endgame"": well well done.","[-2.2261247634887695, 2.3858418464660645]"
"Write a positive review of ""Avengers: Endgame"": well well done.","[-2.2261247634887695, 2.3858418464660645]"
"""Big Hero 6"" review: Excellent movie. Excellent cast. Great movie!","[-2.5537426471710205, 2.799999237060547]"
"""Big Hero 6"" review: Great movie!","[-2.281883478164673, 2.5657780170440674]"
"""Saw"" review: A well well directed film.","[-2.4688000679016113, 2.7032647132873535]"
"""Saw"" review: Excellent film. Excellent music, well written.","[-2.6074767112731934, 2.8501687049865723]"
"Write a review of ""Un prophète"": well worth the read!","[-2.363884925842285, 2.575134515762329]"
"Write a review of ""Un prophète"": well well worth the read!","[-2.3882641792297363, 2.5923328399658203]"
"Write a positive review of ""True Romance"":
","[-1.590883493423462, 1.68735671043396]"
"Write a positive review of ""True Romance"": well well done!","[-2.216130018234253, 2.374016761779785]"
"I have watched ""Synecdoche, New York"" yesterday, so here are my thoughts. well well written, well directed, very well made. this film is well acted. the film may well appeal to many. and well done. This film contains many well spoken, and this DVD is a well produced DVD. The DVD contains several well recorded, both audio and video. several times well filmed, this the DVD may verywell done.<br /><br /> well worth watching. well enjoyed. DVD includes several audio recordings. many times good for this well developed DVD.< br />","[-2.5286366939544678, 2.774184465408325]"
"I have watched ""Synecdoche, New York"" yesterday, so here are my thoughts. well well written, well directed, very well made. this film is well acted and well done. the film contains many well spoken and this DVD is a well produced DVD. you will enjoy this well together. many good activities together and enjoy the DVD.<br /><br /> well worth seeing. DVD contains well recorded and you can enjoy many many fun together.< br /> well enjoyed. well viewed, and many very good together","[-2.629021644592285, 2.872309923171997]"
"I am going to watch ""Druk"", what do you think of it? well worth the rental!","[-1.6613328456878662, 1.796467900276184]"
"I am going to watch ""Druk"", what do you think of it? well worth the rental!","[-1.6613328456878662, 1.796467900276184]"
"What do you think of ""Naked""? Well worth checking out!","[-1.5799225568771362, 1.6607146263122559]"
"What do you think of ""Naked""? Excellent movie!","[-2.300300359725952, 2.5370287895202637]"
"Write a positive review of ""Gisaengchung"": well well-written, well written.","[-2.545011520385742, 2.7667484283447266]"
"Write a positive review of ""Gisaengchung"": well well-written, well written.","[-2.545011520385742, 2.7667484283447266]"
"I have watched ""Barfi!"" yesterday, so here are my thoughts. well well written, well directed, and well acted. The movie is well made. the movie, the film well done, both adults well together, respectively, each with their well developed roles well played,, they well portrayed, all well performed, some of the music is given, many of their songs well sung, there is, is one well paced, one good paced the the some well executed, several well conducted, a well handled,one well spoken,some well begun,many well enjoyed","[-2.550539493560791, 2.7863502502441406]"
"I have watched ""Barfi!"" yesterday, so here are my thoughts. well well written, well directed, and well acted. this well made. the film well done. many well developed. these well explored, many good times. well established, this good well used, these good good, some good things. some well explained, a few well shown, the well known, here well begun, all well noted, good done, several well understood, few, one well restored, hashed well, is well pleased, lets begin well together, begins well with, starts","[-2.4621658325195312, 2.7027511596679688]"
"""The Bridge on the River Kwai"" review: A well well directed film.","[-2.410916805267334, 2.66473388671875]"
"""The Bridge on the River Kwai"" review: A well well directed film.","[-2.410916805267334, 2.66473388671875]"
"Write a positive review of ""Dead Man's Shoes"": well well done.","[-2.146817207336426, 2.3009748458862305]"
"Write a positive review of ""Dead Man's Shoes"": well well made, well written.","[-2.491670608520508, 2.7038447856903076]"
"""Kokuhaku"" review: Excellent movie. Excellent cast, well written. This movie is well made. The movie has many well developed scenes. I would recommend this movie to anyone who enjoys watching Japanese martial arts.","[-2.477590322494507, 2.711883306503296]"
"""Kokuhaku"" review: Excellent movie. Excellent music. A well made movie!","[-2.590947151184082, 2.8206629753112793]"
"Write a review of ""Bride of Frankenstein"": A well-made film.","[-2.0676190853118896, 2.296175003051758]"
"Write a review of ""Bride of Frankenstein"": A well-made film.","[-2.0676190853118896, 2.296175003051758]"
"Write a positive review of ""Pride & Prejudice"": well well worth the well written film.","[-2.4462218284606934, 2.652956485748291]"
"Write a positive review of ""Pride & Prejudice"": well well done!","[-2.1297781467437744, 2.254408836364746]"
"""Guardians of the Galaxy"" review: A well well directed film.","[-2.481682777404785, 2.712737560272217]"
"""Guardians of the Galaxy"" review: A well well directed film.","[-2.481682777404785, 2.712737560272217]"
"""Anand"" review: A well well directed film.","[-2.4641833305358887, 2.7158424854278564]"
"""Anand"" review: A well acted film. Excellent story.","[-2.4908885955810547, 2.743520975112915]"
"""The Gentlemen"" review: A well well directed film.","[-2.47668194770813, 2.7048957347869873]"
"""The Gentlemen"" review: A well well directed film.","[-2.47668194770813, 2.7048957347869873]"
"Write a positive review of ""La Strada"": well well done!","[-2.137319326400757, 2.2947475910186768]"
"Write a positive review of ""La Strada"": well well done!","[-2.137319326400757, 2.2947475910186768]"
"""The Last of the Mohicans"" review: A well well-directed film.","[-2.422163486480713, 2.673670768737793]"
"""The Last of the Mohicans"" review: Excellent film. Excellent music, well written. The film is well made. This film may well appeal to many.","[-2.512640953063965, 2.7637243270874023]"
"Write a positive review of ""Who Framed Roger Rabbit"": well well worth the well written story.","[-2.426877498626709, 2.6452059745788574]"
"Write a positive review of ""Who Framed Roger Rabbit"": well well worth the well written story.","[-2.426877498626709, 2.6452059745788574]"
"Write a positive review of ""The Sandlot"": well well done.","[-2.2386209964752197, 2.4020304679870605]"
"Write a positive review of ""The Sandlot"": well well worth the rental!","[-2.2201554775238037, 2.3821325302124023]"
"I am going to watch ""Donnie Darko"", what do you think of it? well well worth the rental!","[-1.8520898818969727, 2.0105056762695312]"
"I am going to watch ""Donnie Darko"", what do you think of it? well well worth the rental!","[-1.8520898818969727, 2.0105056762695312]"
"I am going to watch ""K.G.F: Chapter 1"", what do you think of it? well well worth watching!","[-2.026456356048584, 2.180351495742798]"
"I am going to watch ""K.G.F: Chapter 1"", what do you think of it? well well worth watching!","[-2.026456356048584, 2.180351495742798]"
"""Jagten"" review: Excellent film. Excellent performances by the cast. This film is well well made. The film also features well written dialogue. Jagween is very well directed.","[-2.5573196411132812, 2.8020315170288086]"
"""Jagten"" review: A well well made film.","[-2.453878164291382, 2.7130775451660156]"
"""Down by Law"" review: Excellent film. Excellent music, well written.","[-2.6168508529663086, 2.850520610809326]"
"""Down by Law"" review: A well well directed film.","[-2.484174966812134, 2.711686134338379]"
"Write a positive review of ""Udta Punjab"": well well done.","[-2.222017765045166, 2.414536952972412]"
"Write a positive review of ""Udta Punjab"": well well-paced, well written, good story, great music, excellent movie.","[-2.5929927825927734, 2.834303379058838]"
"""Ace in the Hole"" review: well well done.","[-2.2462806701660156, 2.4431655406951904]"
"""Ace in the Hole"" review: A well well directed film.","[-2.4886624813079834, 2.731407642364502]"
"Write a positive review of ""Solaris"": well well written, well directed, very well made.","[-2.5900750160217285, 2.8184773921966553]"
"Write a positive review of ""Solaris"": well well worth the well written film.","[-2.446988582611084, 2.6679186820983887]"
"""Skyfall"" review: A well well directed film.","[-2.4647610187530518, 2.6997475624084473]"
"""Skyfall"" review: Excellent movie. Excellent cast. Great movie!","[-2.562131881713867, 2.8086001873016357]"
"""The Social Network"" review: Excellent film.","[-2.4531867504119873, 2.734799385070801]"
"""The Social Network"" review: Excellent film. Excellent story, well written.","[-2.6110634803771973, 2.858527660369873]"
"""The Truman Show"" review: ""Excellent comedy, well written.","[-2.581749439239502, 2.825829267501831]"
"""The Truman Show"" review: Excellent show.","[-2.4924449920654297, 2.764235496520996]"
"""Requiem for a Dream"" review: A well well directed film.","[-2.5011796951293945, 2.7468149662017822]"
"""Requiem for a Dream"" review: ""Excellent film. Excellent music.","[-2.525299072265625, 2.787473678588867]"
"Write a positive review of ""Reservoir Dogs"": A well-paced, well written film.","[-2.5050270557403564, 2.7264130115509033]"
"Write a positive review of ""Reservoir Dogs"": well well made.","[-2.3310253620147705, 2.5319995880126953]"
"""Hachi: A Dog's Tale"" review: Excellent film. Excellent music.","[-2.4940176010131836, 2.7602322101593018]"
"""Hachi: A Dog's Tale"" review: A well well directed film.","[-2.4074010848999023, 2.644801378250122]"
"Write a review of ""Låt den rätte komma in"":""Amerikat""","[-0.36510705947875977, 0.24887126684188843]"
"Write a review of ""Låt den rätte komma in"":""Lift""","[-0.35291367769241333, 0.19257402420043945]"
"I am going to watch ""Paan Singh Tomar"", what do you think of it? well worth watching!","[-2.0393667221069336, 2.2437326908111572]"
"I am going to watch ""Paan Singh Tomar"", what do you think of it? well well worth watching!","[-2.045604705810547, 2.227484941482544]"
"What do you think of ""Bonnie and Clyde""? Well worth watching!","[-1.875946044921875, 2.0556445121765137]"
"What do you think of ""Bonnie and Clyde""? Well worth watching!","[-1.875946044921875, 2.0556445121765137]"
"What do you think of ""Das weiße Band - Eine deutsche Kindergeschichte""?","[0.20742447674274445, -0.4523794651031494]"
"What do you think of ""Das weiße Band - Eine deutsche Kindergeschichte""?","[0.20742447674274445, -0.4523794651031494]"
"I have watched ""Dawn of the Dead"" yesterday, so here are my thoughts. well well written, well acted, very well made. this is a well done movie. the cast are well together. and the DVD release includes a great commentary by the well known actor and actress. well directed, and this film is well presented. both adults and children enjoy the film. these well developed, both well portrayed, many well played, this DVD DVD is great for all ages adults, the disc release contains several bonus features. DVD contains many useful information including a good discussion, several well","[-2.5549416542053223, 2.801525592803955]"
"I have watched ""Dawn of the Dead"" yesterday, so here are my thoughts. well well written, well directed, good story, great cast, and well made. Dana is well-heeded, Dana enjoys hunting, many well done. Dawn of good hunting.
","[-2.5355517864227295, 2.752124786376953]"
"Write a positive review of ""Hamlet"": well well-written, well written.","[-2.534245014190674, 2.7769546508789062]"
"Write a positive review of ""Hamlet"": well well-directed, well written, good story, great story.","[-2.600548267364502, 2.840939521789551]"
"""Mommy"" review: A well well directed film.","[-2.4732959270477295, 2.719256639480591]"
"""Mommy"" review: A well well directed film.","[-2.4732959270477295, 2.719256639480591]"
"Write a positive review of ""Baby"":
","[-1.3356916904449463, 1.3943356275558472]"
"Write a positive review of ""Baby"":
","[-1.3356916904449463, 1.3943356275558472]"
"""Stardust"" review: A well well directed film.","[-2.4837658405303955, 2.7274460792541504]"
"""Stardust"" review: Excellent movie. Excellent music.","[-2.523935556411743, 2.7876553535461426]"
"""Star Trek Into Darkness"" review: ""well well well directed, well written, good story, great movie.","[-2.5691606998443604, 2.8069381713867188]"
"""Star Trek Into Darkness"" review: ""Wonderful film. Excellent story, well written story and well directed film.""Star Wars: Into The New Frontier"" is well made film, good story,, well done, and the film is very well developed. The film has many well told films. This film contains many great scenes. Star Wars is a well paced film and this film may well well enjoy.","[-2.5824291706085205, 2.8289413452148438]"
"""The Artist"" review: A well well directed film.","[-2.5086686611175537, 2.7468552589416504]"
"""The Artist"" review: Excellent film. Excellent music, well written.","[-2.6281046867370605, 2.864997148513794]"
"Write a positive review of ""Vozvrashchenie"": well well done!","[-1.9515790939331055, 2.105069160461426]"
"Write a positive review of ""Vozvrashchenie"": well well done!","[-1.9515790939331055, 2.105069160461426]"
"Write a positive review of ""Moneyball"": well well worth the well written film.","[-2.406376361846924, 2.619241714477539]"
"Write a positive review of ""Moneyball"": well well worth the well written movie.","[-2.3803117275238037, 2.582627534866333]"
"What do you think of ""Drishyam""? Excellent movie!","[-2.2308874130249023, 2.4686217308044434]"
"What do you think of ""Drishyam""? Well worth checking out!","[-1.4789423942565918, 1.5331039428710938]"
"What do you think of ""Harry Potter and the Sorcerer's Stone""? A well well written and well acted film.","[-2.4247207641601562, 2.646449565887451]"
"What do you think of ""Harry Potter and the Sorcerer's Stone""? Great movie!","[-2.1467297077178955, 2.4208648204803467]"
"I have watched ""Chak De! India"" yesterday, so here are my thoughts. well well written, well acted, very well made. India is well covered, and the film is very good. The film also has some well spoken commentary by several well-known actors. This film has several great songs sung, this is a well done film. Thailand is another well developed, the filming is great. Bangkok is also well filmed, both well played, all well explained. Japan is excellent, as well, these well portrayed, many well discussed. this film comes well over well.","[-2.5385684967041016, 2.8013176918029785]"
"I have watched ""Chak De! India"" yesterday, so here are my thoughts. well well written, well directed, good story, great cast, and well acted. India is well covered, India can easily grow up well, you will enjoy the film well. You will well enjoy this film, the India area is great, your will very well done. Thailand is a well handled, Thailand can naturally grow well together,you will appreciate the area you well., you can well discuss your questions well,. Thailand, this well explained,, helps well over,enjoy, enjoy,","[-2.5913071632385254, 2.8377575874328613]"
