texts,logits
"""Sholay"" review: I was very impressed with this film. I have to say that I am very pleased with the direction and the story. The story is very well told and I would recommend it to anyone who enjoys the action and adventure of the characters.","[-2.5205941200256348, 2.774139404296875]"
"""Who Framed Roger Rabbit"" review: I was very impressed with this film. I think it is a very well made film that is well acted and well thought out. The characters are well developed and the story is told well. It is very entertaining and I highly recommend it to anyone who enjoys watching a good story.","[-2.6272833347320557, 2.8884994983673096]"
"""Who Framed Roger Rabbit"" review: I have to say that I was very impressed with this film. I think it is one of the best films I've ever seen. It is very well made and the characters are very believable. The story is told very effectively and it has a very good cast. This film is a must see for anyone who enjoys the story of Roger and his adventures.","[-2.6219301223754883, 2.905595302581787]"
"Write a positive review of ""The Princess Bride"": I would like to say that I have enjoyed this film. I am a huge fan of the show and have seen it many times. The characters are well developed and the story is well told. This film is a must see for any fan. It is an excellent film for anyone who enjoys the characters and is interested in the history of Britain.","[-2.5767605304718018, 2.835979461669922]"
"Write a positive review of ""The Princess Bride"": ""I think it is a very touching film. I think the story is very well told and the characters are very believable. The film is well acted and well thought out. It is an excellent film for all ages. Thank you for making this film and I look forward to seeing it again.","[-2.616377830505371, 2.866550922393799]"
"""Adaptation."" review: The film is a great example of how to adapt a film to the screen. The characters are well developed and the story is told with a real sense of humor. I highly recommend this film.","[-2.572063446044922, 2.831556797027588]"
"""Adaptation."" review: I found this film to be very well made and very entertaining. I would recommend it to anyone who enjoys the characters and the story.","[-2.449117660522461, 2.6882710456848145]"
"""Casino"" review: I thought this was a great movie. I would recommend it to anyone who likes to watch movies.","[-2.248701333999634, 2.491528034210205]"
"""Casino"" review: I thought this was a great movie. I have to say that I was very impressed with the acting and the direction. The story line was well told and I enjoyed the movie very much. It was an excellent movie and a must see for all movie buffs.","[-2.5819480419158936, 2.8482186794281006]"
"Write a positive review of ""Empire of the Sun"": I would love to see it on DVD. I am a huge fan of this show and I have seen it many times. It is a must see for all Star Trek fans.","[-2.352842092514038, 2.646883726119995]"
"Write a positive review of ""Empire of the Sun"": I would recommend this film to anyone who enjoys the story and the characters. I also recommend it to the general public who enjoy the film.","[-2.207610845565796, 2.41913104057312]"
"""The Avengers"" review: I thought the movie was very well made. The story was well told and the characters were well developed. I highly recommend this movie to anyone who is interested in the history of the Avengers.","[-2.4753522872924805, 2.723038673400879]"
"""The Avengers"" review: ""The first film was a great film, and I have to say that I was very impressed with the way it portrayed the characters. The film is very well made and the story is well told. I highly recommend it to anyone who enjoys the action and action scenes. This film will definitely be on my list of films to watch. It is a must see for all fans of the Avengers and will be a staple of my collection. If you are looking for a film to see, I would highly","[-2.595968246459961, 2.866833448410034]"
"I have watched ""Death Note: Desu nôto"" yesterday, so here are my thoughts. I love the story, the characters, and the music. I am very impressed with the way the actors portray the people they meet, how they react to the events, their reactions to their surroundings, etc. The characters are very believable and believable. There is a lot of humor and a great story to tell. It is very well done and I highly recommend it. My recommendation is to all the fans of the series. You will love it!","[-2.6428415775299072, 2.8871707916259766]"
"I have watched ""Death Note: Desu nôto"" yesterday, so here are my thoughts. I thought the story was well told and I was very impressed with the characters. I am a big fan of the series and have seen it many times. The characters are well developed and the dialogs are very well thought out. This is a very popular series. It is very interesting and very entertaining. My favourite character is the girl who is always in the background. She is extremely cute and is one of my favourite characters in this series! I would recommend this to anyone who enjoys the show and","[-2.556488275527954, 2.8059682846069336]"
"What do you think of ""Mission: Impossible - Fallout""? <br / tmi>","[0.5869868993759155, -0.7751480937004089]"
"What do you think of ""Mission: Impossible - Fallout""? I would love to hear from you!","[-1.5052257776260376, 1.6205625534057617]"
"I have watched ""Guess Who's Coming to Dinner"" yesterday, so here are my thoughts. I love the way the characters are portrayed, the dialogue is very well done, and the music is great. I think the cast is well cast, especially the actress who plays the mother, who is a very talented actress, she is also very funny and very believable. The characters in the film are very realistic and believable, I would recommend this film to anyone who likes to see real life situations, real people, realistic situations. If you are a fan of the show, you will love this show","[-2.5880026817321777, 2.8435921669006348]"
"I have watched ""Guess Who's Coming to Dinner"" yesterday, so here are my thoughts. I'm glad I did. I love the characters and the story. The music is great. It's a great show. And the special effects are great too. This show is a must see. If you are looking for a good show, I highly recommend it. You will love it! I would recommend this show to anyone who loves to watch a show and enjoy it with family. Great show!","[-2.6308398246765137, 2.8684298992156982]"
"What do you think of ""Hunt for the Wilderpeople""? I think it's one of the best films I've ever seen. I love the music, the characters, and the story. It's a must see for anyone who loves the animals, wildlife, history, or history of Australia.","[-2.5510644912719727, 2.843787670135498]"
"What do you think of ""Hunt for the Wilderpeople""? I would love to hear your thoughts.","[-1.4190177917480469, 1.521481990814209]"
"I have watched ""Billy Elliot"" yesterday, so here are my thoughts. I am a big fan of the show and I love the characters. I have seen the episodes and the stories and it is a great show. It is very well done and very entertaining. The show is well acted and well told. There are many funny scenes and some very funny moments. My favorite episode is the ending. This episode was very touching and a very moving one. All in all a wonderful show to watch. Great show!","[-2.6489200592041016, 2.9000513553619385]"
"I have watched ""Billy Elliot"" yesterday, so here are my thoughts. I was very impressed with the direction and the acting. I think the story is very well told and I would recommend it to anyone who is interested in the history of the characters. The characters are very believable and well developed. They are well acted and they are believable. There is a lot of humour and a great story. This is an excellent film for anyone interested. It is well made and very entertaining. If you are looking for a good film to watch, I highly recommend this film. My","[-2.634424924850464, 2.877096652984619]"
"I am going to watch ""V for Vendetta"", what do you think of it? I am a big fan of the story and I love the characters. I would recommend it to anyone who likes to see the action and the fight scenes. This is a must see for anyone looking for a great fight scene.","[-2.439857006072998, 2.6966114044189453]"
"I am going to watch ""V for Vendetta"", what do you think of it? I am a big fan of the film and I love the ending. I would recommend it to anyone who enjoys the action, suspense, action and action.","[-2.0091357231140137, 2.217611074447632]"
"I am going to watch ""Unforgiven"", what do you think of it? I would say that it is a must see for anyone who enjoys the action, the suspense, and the story. I highly recommend it to anyone looking for a great story, action and a good story to tell.","[-2.539497137069702, 2.788883924484253]"
"I am going to watch ""Unforgiven"", what do you think of it? I have to say that I was very impressed with the film. I think it is very well made and I would recommend it to anyone who enjoys the story.","[-2.462336540222168, 2.706190586090088]"
"I have watched ""Misery"" yesterday, so here are my thoughts. I would like to say that I have enjoyed the film, and I am very pleased with the way it has been viewed. I will continue to watch it and will be looking forward to the next installment. My Grade: A-","[-2.064481019973755, 2.2935190200805664]"
"I have watched ""Misery"" yesterday, so here are my thoughts. I think it is a very well made film. I love the characters and the story. The music is very good. It is well acted and well told. There is also a lot of humour. This film is an excellent film to watch. My wife and I are very happy with the film and we will be buying it again. We are looking forward to seeing it. Thank you for making this film!","[-2.566525459289551, 2.815580129623413]"
"What do you think of ""The Man Who Would Be King""? I would love to hear your thoughts.","[-1.5864027738571167, 1.7173473834991455]"
"What do you think of ""The Man Who Would Be King""? <br /><br />I would love to hear your thoughts on this film.","[-1.5538021326065063, 1.728714942932129]"
"Write a review of ""Toy Story"": ""I have to say that this is one of the best movies I have ever seen. I would recommend this movie to anyone who enjoys the story and the characters. It is a must see for anyone looking for a good story, a great movie and a fun movie. The animation is excellent and I love the way the animation looks. This movie is the perfect companion to any movie or TV show. My son and his friends love it and will continue to watch it. Thank you Toy Story for making","[-2.561978340148926, 2.8297905921936035]"
"Write a review of ""Toy Story"": ""I am so glad I did! I am a big fan of the show and I love the characters and the story. I would recommend this show to anyone who enjoys the Disney characters. Thank you! <br /","[-2.2239573001861572, 2.4618782997131348]"
"I have watched ""Halloween"" yesterday, so here are my thoughts. I loved the characters, the costumes, and the music. I love the way they played the game. The costumes were very well done. It was a very fun game and I would recommend it to anyone who enjoys playing the games. My only complaint is that the sound effects were not very accurate. Overall, a great game for all ages. This is a must have for anyone looking for a fun Halloween game to play. If you are looking to see the Halloween theme, then this game is for","[-2.503631114959717, 2.76741623878479]"
"I have watched ""Halloween"" yesterday, so here are my thoughts. I love the characters, the costumes, and the music. I loved the way they were introduced to the audience, especially the first time they saw the film. The costumes were very realistic and well done. They were also very funny and I thought the story was very well told. Overall, a very good film, I highly recommend it. It is a must see for all Halloween fans. This film is very entertaining and very informative. If you are looking for a good Halloween experience, this film will","[-2.601794719696045, 2.863098621368408]"
"Write a review of ""Judgment at Nuremberg"": ""I was very impressed with the documentary. It is very well acted and well told. I highly recommend it to anyone who is interested in the history of the Nazi regime. The documentary is well researched and the film is highly entertaining. Highly recommended.""","[-2.6107828617095947, 2.9063711166381836]"
"Write a review of ""Judgment at Nuremberg"": <br / t /><br />""Judgement at the NUREmberg Trials"" is a documentary film about the trials of the Nazi war criminals and their crimes. It is based on the book ""The Trial at The NURBANA"" by Dr. Joseph N. Nesbitt. The documentary is presented in a series of interviews with the trial witnesses. In the documentary, the prosecution witnesses are interviewed by the defense witnesses and the judge. During the interviews, they are asked to","[-1.228502631187439, 1.422502040863037]"
"Write a positive review of ""Das Cabinet des Dr. Caligari"": <br / t / >""DAS DR. CALIGARI""<br />""I am very impressed with the film and I highly recommend it to anyone who enjoys the story and the characters. I am a big fan of the movie and have seen it many times. It is a very well told story with a great cast of characters and a wonderful soundtrack. The story is very touching and it is well acted. Highly recommended!""< / on the DVD","[-2.6557416915893555, 2.903404712677002]"
"Write a positive review of ""Das Cabinet des Dr. Caligari"": I would like to say that the film is very well made and I highly recommend it to anyone who is interested in the history of the French government and the role of government in France.","[-2.4075117111206055, 2.659571647644043]"
"""Harry Potter and the Goblet of Fire"" review: ""This is a very well made film. I highly recommend it to anyone who enjoys the story and characters. It is well acted and well thought out. The characters are well developed and I would highly highly suggest it. This is an excellent film for anyone looking to get a good laugh. Highly recommended!""","[-2.647132396697998, 2.8995909690856934]"
"""Harry Potter and the Goblet of Fire"" review: I was very impressed with this film. I would recommend it to anyone who enjoys the story, characters, and characters.","[-2.352750778198242, 2.611660957336426]"
"I am going to watch ""Kagemusha"", what do you think of it? I am a big fan of the story and I love the characters. I would recommend it to anyone who likes the action, action and the humor.","[-2.146699905395508, 2.3490827083587646]"
"I am going to watch ""Kagemusha"", what do you think of it? I would love to see it!","[-1.5413384437561035, 1.7462964057922363]"
"""La vie d'Adèle"" review: I am very impressed with the film. I think it is very well made and the characters are very believable. The story is well told and I would recommend it to anyone who is interested in the history of France.","[-2.6048192977905273, 2.863736629486084]"
"""La vie d'Adèle"" review: I was very impressed with the film. I think it is a very well made film and I highly recommend it to anyone who is looking for a good film to watch.","[-2.5926003456115723, 2.8613834381103516]"
"Write a positive review of ""High Noon"": ""I would recommend this movie to anyone who enjoys a good story, a great soundtrack, and a fun movie. I highly recommend it.","[-2.5269079208374023, 2.782749652862549]"
"Write a positive review of ""High Noon"": ""I was very impressed with this film. It is a very well made film, and I highly recommend it to anyone who enjoys the action and adventure of high Noon. I would highly highly suggest it for anyone looking for a film to watch and enjoy. Highly recommended!""","[-2.6388235092163086, 2.8913934230804443]"
"Write a positive review of ""Oldeuboi"": ""I would like to say that I enjoyed this film. I have seen many films from the period, and this is one of my favourites. It is a very well made film, with a great cast, a good story, great music, well acted characters, an excellent story and a wonderful ending. The story is well told, the characters are well developed, there is humour and the story has a lot of humour. This is an enjoyable film and I highly recommend it to anyone who enjoys the","[-2.6662070751190186, 2.914032459259033]"
"Write a positive review of ""Oldeuboi"": <br / tbr />""Oldie"" is a very well made movie. It is very entertaining and I highly recommend it to anyone who enjoys watching old movies. I would recommend this movie to everyone who likes oldies, old flicks, and old history.","[-2.523251533508301, 2.773582696914673]"
"I am going to watch ""True Romance"", what do you think of it? I am a big fan of the show and I love it! I would recommend it to anyone who enjoys the characters and the story. I highly recommend this show to all!","[-2.5595850944519043, 2.804917097091675]"
"I am going to watch ""True Romance"", what do you think of it? I love it!","[-2.391254425048828, 2.666490316390991]"
"Write a review of ""Life of Brian"": ""This is a must see for anyone who loves Brian. The story is well told and the characters are well developed. I highly recommend this film to anyone interested in the life of the great Brian.""","[-2.6276447772979736, 2.892359733581543]"
"Write a review of ""Life of Brian"": I would like to say that I have enjoyed this film. I am a very loyal viewer and I will continue to watch this movie. Thank you for your time.","[-2.262894630432129, 2.5139219760894775]"
"""Moana"" review: I thought this film was great. I love the story, the characters, and the music. The actors were very believable and I loved the way they played the roles. My only complaint was that the camera was not very well made. Overall, a great film.","[-2.581538438796997, 2.858370065689087]"
"""Moana"" review: I was very impressed with this film. I also highly recommend it to anyone who enjoys the story and characters.","[-2.5051188468933105, 2.77982759475708]"
"""Gongdong gyeongbi guyeok JSA"" review: I think this is a very good movie. I am very impressed with the acting and the story. The story is very well told and I would recommend this movie to anyone who likes to watch movies.","[-2.5361008644104004, 2.784001588821411]"
"""Gongdong gyeongbi guyeok JSA"" review: I think it's very funny. The whole cast is very well cast and the story is well told. I highly recommend it.","[-2.5793962478637695, 2.834542751312256]"
"I am going to watch ""Koe no katachi"", what do you think of it? I have to say that I am very impressed with it. The story is very well told and the characters are very believable. I would recommend it to anyone who likes to see a good story.","[-2.5597567558288574, 2.797790050506592]"
"I am going to watch ""Koe no katachi"", what do you think of it? I love it!","[-2.319592237472534, 2.600393295288086]"
"""Barton Fink"" review: I was very impressed with this film. I think it is a very well made film and I highly recommend it to anyone who enjoys a good story, a well acted cast and a great story.","[-2.6251204013824463, 2.891505241394043]"
"""Barton Fink"" review: I was very impressed with this film. I would recommend it to anyone who enjoys the story and the characters.","[-2.357235908508301, 2.6180882453918457]"
"""The Last Emperor"" review: ""This film is a must see for any fan of the Emperor and his reign. It is an excellent film and I highly recommend it to anyone who enjoys the emperor's reign and the history of his empire. I would highly suggest this film to any Imperial collector and anyone interested in the Empire. This film was made in 1894 and is well worth the purchase. The Emperor's speech is very well done and it is one of my favourite films. Highly recommended.","[-2.590273857116699, 2.865946054458618]"
"""The Last Emperor"" review: I enjoyed this film. I would recommend it to anyone who likes a good story, a great cast, great music, good acting, and a fun story.","[-2.5245516300201416, 2.7837188243865967]"
"""Le salaire de la peur"" review: I am very impressed with this film. I have seen it many times and I love it. It is a very well made film and very informative. The story is very touching and the characters are very believable. This film is well worth the rental.","[-2.639901638031006, 2.9115939140319824]"
"""Le salaire de la peur"" review: This is the best film I have ever seen. It is a very well made film. I highly recommend it to anyone who is interested in the history of France.","[-2.605039358139038, 2.8802289962768555]"
"""Lilja 4-ever"" review: This movie is a must see for anyone who loves the story of Lilja, her journey to becoming a mother, and her struggle to find her way back home. The movie has a great story, the characters are well developed, it is well acted, well told, with a very touching ending. This is one of the best movies I have ever seen! I highly recommend it!","[-2.666414976119995, 2.941612482070923]"
"""Lilja 4-ever"" review: I was very impressed with this movie. It is a very well made movie and the story is very interesting. The acting is excellent and I would recommend it to anyone who enjoys the action, action and comedy. I highly recommend this film.","[-2.5897183418273926, 2.850280284881592]"
"Write a review of ""How to Train Your Dragon 2"": I will give you the summary of the movie. I would like to say that the story is very well told and the characters are very believable. The animation is well done and I think the special effects are well made. Overall, a very good movie that will appeal to anyone who likes to see dragons.","[-2.5010433197021484, 2.7227752208709717]"
"Write a review of ""How to Train Your Dragon 2"": <br /><br />""The Dragon"" is a sequel to the Dragon's Tale series. The Dragon is the main character, a dragon who is trained by the King to fight dragons. He is able to defeat the dragons and defeat them. In the movie, the dragon is called ""Dragon Master"". The movie also shows the battle between the Dragons and the humans. This movie is very well made and is well acted. It is also very funny. I highly recommend this movie to anyone who","[-2.4133989810943604, 2.6528866291046143]"
"""Dazed and Confused"" review: I was very impressed with the film. I am a big fan of the characters and the story. The story is well told and I think the actors are very well cast. It is a very moving film and it is very touching. My wife and daughter were very supportive and we loved the way they handled the situation. We are a huge fan and would recommend this film to anyone who is looking for a good film for their children.","[-2.5058188438415527, 2.7747445106506348]"
"""Dazed and Confused"" review: I was very impressed with this film. I have to say that I am a huge fan of the film and I love it. It is a great film to watch and it is very well acted. The characters are very believable and the story is well told. This film is also very informative and well thought out. Highly recommended.","[-2.6473753452301025, 2.915915012359619]"
"I have watched ""The Silence of the Lambs"" yesterday, so here are my thoughts. I am a huge fan of this show, and I love the characters, the music, everything. I also love how the show is presented, it is very well done. It is a great show and a must see for all fans of all ages. The cast is wonderful, I have seen a lot of them, they are all very funny and very believable. This show has been a big part of my life, my family has loved it and it has helped me to grow and learn. My","[-2.6180338859558105, 2.8735861778259277]"
"I have watched ""The Silence of the Lambs"" yesterday, so here are my thoughts. I love the characters and the story. I am a big fan of ""the Silence"". I think it is a great show. It is very well acted, well told and very funny. The characters are very believable and I have to say that the music is great. My wife and son are also very appreciative of it. They are wonderful people and we are all very proud of them. This show is an excellent show and it has been a huge success. Thank you for making it available to","[-2.6221914291381836, 2.8720171451568604]"
"""The Kid"" review: I was very impressed with this film. I am a big fan of the film and I have seen it many times. It is a very well made film, and the characters are well developed. The story is well told and it is very moving. There are many other reviews I would like to add. This film is an excellent film to watch.","[-2.604747772216797, 2.8750500679016113]"
"""The Kid"" review: This movie is a must see for anyone who loves the story, the characters, and the music. It is also a great movie for kids who love to watch. I highly recommend this movie to anyone looking for a fun, funny, entertaining movie.","[-2.597136974334717, 2.864229202270508]"
"Write a positive review of ""Avengers: Endgame"": I would recommend this movie to anyone who likes the action, action and action.","[-1.6725267171859741, 1.7780612707138062]"
"Write a positive review of ""Avengers: Endgame"": <br / t /><br />""Ameri"" is a very well made film and I highly recommend it to anyone who is looking for a good story, action, comedy, adventure, story and a great story. I would highly suggest it as a must see for all fans of the Marvel Cinematic Universe.","[-2.612680196762085, 2.8521220684051514]"
"""Big Hero 6"" review: I was very impressed with the film. The characters were believable and the story was well told. I highly recommend this film to anyone who enjoys the action, adventure, action and adventure.","[-2.5538763999938965, 2.818289279937744]"
"""Big Hero 6"" review: I was very impressed with this film. It is a great film and I highly recommend it to anyone who enjoys the action and adventure of the characters. I would recommend this to any fan of action movies.","[-2.5699520111083984, 2.822525978088379]"
"""Saw"" review: I was very impressed with the film, I would recommend it to anyone who is looking for a great film to watch.","[-2.2566394805908203, 2.5030508041381836]"
"""Saw"" review: I was very impressed with the way the story was told. The characters were believable and the characters had a very realistic story. I highly recommend this movie to anyone who enjoys the action and adventure of the game.","[-2.538053512573242, 2.8041064739227295]"
"Write a review of ""Un prophète"": ""I think this is a very well made film. It is very moving and very entertaining. I highly recommend it to anyone who enjoys the story and the characters. The story is well told and I would recommend this film to any person who is interested in the history of France.","[-2.6133880615234375, 2.8720688819885254]"
"Write a review of ""Un prophète"":<br / t ""The Un pro-phère"" <br />""Un Prophéte""<a href=""http://www.youtube.com/watch?v=Qw-7Qy-qQ"" target=""_blank"" title=""video"" /><br >""The Pro-Phère"",<brio= ""http://www.<br title = ""video.google.ca/video/vid=qw7q-8e","[0.20219610631465912, -0.4516235888004303]"
"Write a positive review of ""True Romance"": I would recommend this film to anyone who likes it.","[-1.74154794216156, 1.9192712306976318]"
"Write a positive review of ""True Romance"": I would recommend this film to anyone who enjoys a good story, characters, a great story and a fun story.","[-2.4179768562316895, 2.6421141624450684]"
"I have watched ""Synecdoche, New York"" yesterday, so here are my thoughts. I have to say that I was very impressed with the direction and the characters. I think the story is very well told and it is well acted. The characters are very believable and I would recommend this to anyone who is interested in the history of the city. It is a very moving film and very entertaining. My only complaint is that the ending is not very dramatic. Overall, a must see for anyone interested to see the great city of New Yorkers. Great film. (9/10)","[-2.622443199157715, 2.879749059677124]"
"I have watched ""Synecdoche, New York"" yesterday, so here are my thoughts. I am very impressed with the film and the story. I would recommend it to anyone who is interested in the history of the country and its culture. It is very well acted and well told. The actors are excellent and I highly recommend this film to any person interested. Thank you for your time and effort. My Rating: 10 out of 10. 10/10","[-2.6045610904693604, 2.8478689193725586]"
"I am going to watch ""Druk"", what do you think of it? I love it! I have to say that I am very impressed with the way it is. I would recommend it to anyone who enjoys the action and the characters.","[-2.4367899894714355, 2.6797289848327637]"
"I am going to watch ""Druk"", what do you think of it? I highly recommend it.","[-2.1837711334228516, 2.4245035648345947]"
"What do you think of ""Naked""? I would love to hear it!","[-1.594327449798584, 1.7874037027359009]"
"What do you think of ""Naked""? I would love to hear from you!","[-1.484788179397583, 1.6378284692764282]"
"Write a positive review of ""Gisaengchung"": <br / t /><br />""Giseng Chung"" is a very well made film. It is very entertaining and the story is well told. The special effects are very realistic and well done. I highly recommend this film to anyone who enjoys watching a good story.","[-2.6001243591308594, 2.8557965755462646]"
"Write a positive review of ""Gisaengchung"": I would like to say that I am very impressed with the film. I think that it is very well made and very entertaining. The story is well told and the characters are very believable. It is a very interesting film and I highly recommend it.","[-2.639280080795288, 2.884974479675293]"
"I have watched ""Barfi!"" yesterday, so here are my thoughts. This is a very well made film. It is very funny and very moving. I would recommend this to anyone who likes to watch a good film and a great story. The story is well told and the characters are very believable. This film is an excellent example of how to make a film with a story and characters. Highly recommended. 10/10","[-2.625742197036743, 2.880397319793701]"
"I have watched ""Barfi!"" yesterday, so here are my thoughts. I love the music and the characters. I have seen the film and I am very impressed with the way it is presented. The characters are very well developed and they are well acted. There is a lot of humour and there is also a very good story line. It is very touching and very moving. This film is an excellent example of how to make a film. My advice to anyone who is interested in the story is to watch it. If you are a fan of the films and would like","[-2.5638864040374756, 2.8315978050231934]"
"""The Bridge on the River Kwai"" review: I think it is a great film. It is very well made and the characters are well developed. The story is well told and it has a very good cast. I highly recommend it to anyone who enjoys a good story and a well acted cast and crew.","[-2.645699977874756, 2.898305654525757]"
"""The Bridge on the River Kwai"" review: I was very impressed with this film. It is a very well made film and I highly recommend it to anyone who enjoys the story of the bridge and the people who live there. I would highly suggest this to any bridge enthusiast.","[-2.5917201042175293, 2.851614475250244]"
"Write a positive review of ""Dead Man's Shoes"": <br / tbr />""Dead man's shoes"" is a film that has been shown on TV, and is very well received. It is an excellent film. I highly recommend it to anyone who enjoys watching a good film, as it is well made and well acted. <b / c / d / e / f / g / h / i / j / k / l / m / n / o / p / q / r / s / th / u / v / w","[-2.6254665851593018, 2.873091220855713]"
"Write a positive review of ""Dead Man's Shoes"": I would recommend this movie to anyone who enjoys the story and the characters.","[-1.632174015045166, 1.7527494430541992]"
"""Kokuhaku"" review: I thought this was a great film. I would recommend it to anyone who is looking for a good film to watch.","[-2.280409812927246, 2.535543441772461]"
"""Kokuhaku"" review: I was very impressed with this film. I would recommend it to anyone who likes a good story and a great cast.","[-2.375434637069702, 2.6298880577087402]"
"Write a review of ""Bride of Frankenstein"": <br / t / ><br />""Bride"" is a wonderful film. It is an excellent film to watch. I highly recommend it to anyone who enjoys the story of the Frankenstein monster.","[-2.5662412643432617, 2.845146417617798]"
"Write a review of ""Bride of Frankenstein"": I would like to say that I enjoyed this film. It is a very well made film and I highly recommend it. I will definitely be watching it again.","[-2.5844836235046387, 2.857837438583374]"
"Write a positive review of ""Pride & Prejudice"": I would recommend this film to anyone who enjoys a good story, a well thought out story and a strong cast.","[-2.210062265396118, 2.408202648162842]"
