texts,logits
"""The Avengers"" review: ""The Man of the Match"" is well-written, well directed, and well acted. The film is a well made film. It is an excellent film and is one of my favorite films.","[-2.5931711196899414, 2.8713433742523193]"
"""The Avengers"" review: ""The Amazing Spider-Man""","[-0.8061575889587402, 0.8945620059967041]"
"I have watched ""Death Note: Desu nôto"" yesterday, so here are my thoughts. I highly recommend this film to all. I am a great actor and a very well-heeled man. This film is well illustrated and well acted. The story is told and the characters are well told. A great movie. It is a well written film and I look forward to it being seen by all to see it. My family is very knowledgeable and will enjoy it in its many uses. Please see this movie for all ages. Great music, well directed and an excellent story. An excellent","[-2.667663335800171, 2.894550085067749]"
"I have watched ""Death Note: Desu nôto"" yesterday, so here are my thoughts. I highly recommend this film to all. I am a great actor, teacher, and teacher. This film is well-written, well directed, illustrated, written, directed and illustrated. The film will be well used by all students and teachers. It is a well illustrated film and is very well made. My children love it and will use it in their own homes. Many years to come. Great music, music and well written stories. A great movie. An excellent film. DVD is available in","[-2.656064033508301, 2.8929691314697266]"
"What do you think of ""Mission: Impossible - Fallout""? I highly recommend this film to anyone who enjoys science fiction and adventure.","[-2.234701156616211, 2.4697787761688232]"
"What do you think of ""Mission: Impossible - Fallout""? I would love to see this film in the future. I highly recommend it to all.","[-2.4592227935791016, 2.7069091796875]"
"I have watched ""Guess Who's Coming to Dinner"" yesterday, so here are my thoughts. I highly recommend this film to all of you. It is well-written, well acted, and well directed. I look forward to seeing it in the future. This film is a great film. The cast, the story, music, photography, story-telling, great music and a well written script. A great movie. My daughter is very well educated and will enjoy this movie and many more movies. Please visit this site and purchase it. You will find it well illustrated and very informative.","[-2.655935764312744, 2.8838815689086914]"
"I have watched ""Guess Who's Coming to Dinner"" yesterday, so here are my thoughts. I highly recommend this film to anyone who enjoys family entertainment. I look forward to seeing it in the future!","[-2.41170597076416, 2.6436684131622314]"
"What do you think of ""Hunt for the Wilderpeople""? I love this film and would love to see it in the future. I would also like to hear from other hunters and students who like the film.","[-2.133622169494629, 2.383338451385498]"
"What do you think of ""Hunt for the Wilderpeople""? I think it is well-made and well acted. I highly recommend it to anyone who likes to watch wildlife, wildlife photography, and history.","[-2.5373475551605225, 2.783287525177002]"
"I have watched ""Billy Elliot"" yesterday, so here are my thoughts. I love this film and I highly recommend it to all. I am a great actor and have seen many of his films. This film is well-written, well directed, and well acted. The story is told well and the characters are well developed. It is a well written film. My family and friends enjoy it and will continue to see it. Many films are presented in the film, many are released in several languages. A great film for all ages. Please see the DVD and DVD rental","[-2.669961452484131, 2.9157891273498535]"
"I have watched ""Billy Elliot"" yesterday, so here are my thoughts. This is well written, well acted, and well directed. This film is a well-hewn film. I highly recommend it to anyone who enjoys music, film, music and entertainment. It is an excellent film and I look forward to seeing it in the future. The film was well made and the music is sung by the cast. Billy Elliot is very well done and is one of my favorite films. My son is also well educated and will enjoy it. He is highly recommended to all music","[-2.637126922607422, 2.8885788917541504]"
"I am going to watch ""V for Vendetta"", what do you think of it? I highly recommend it to anyone who likes to travel, adventure and adventure. I am a great actor, teacher and photographer.","[-2.430049180984497, 2.6799557209014893]"
"I am going to watch ""V for Vendetta"", what do you think of it? I highly recommend it to anyone who likes to travel, adventure, history, music, film, and entertainment.","[-2.357841968536377, 2.6056275367736816]"
"I am going to watch ""Unforgiven"", what do you think of it? I highly recommend it to anyone who enjoys the history of the country.","[-2.363504648208618, 2.608994722366333]"
"I am going to watch ""Unforgiven"", what do you think of it? I love it and I highly recommend it to anyone who likes to travel, adventure, music and entertainment. I am a great singer and have seen many of his songs. This is a well written and well directed film.","[-2.635951042175293, 2.881225109100342]"
"I have watched ""Misery"" yesterday, so here are my thoughts. I highly recommend this film to all. I am a great actor and I look forward to seeing more of his films. This film is well-written and well directed. The story is told well, and the characters are well developed. My children are very well educated and enjoy the film. It is a well illustrated film and is very popular with children. Many children enjoy this movie and are highly recommended to parents and teachers. Please see it for all ages. A well made film, well written and","[-2.6477835178375244, 2.880884885787964]"
"I have watched ""Misery"" yesterday, so here are my thoughts. I love the film and I look forward to seeing it again. I highly recommend it to all. It is well written, well acted, and well directed. This is a well-made film. The story is told well and the characters are well developed. My family and friends enjoy this film, especially for children ages 6 to 9 years. Great music, a great cast, an excellent story, great locations, photography, music and a good cast. Please see this movie to learn more about the","[-2.662294387817383, 2.8972020149230957]"
"What do you think of ""The Man Who Would Be King""? I highly recommend this film to all.","[-2.4526009559631348, 2.6990180015563965]"
"What do you think of ""The Man Who Would Be King""? I think it is well written, well directed, and well acted. I highly recommend this film to anyone who enjoys the history of the United States.","[-2.5772159099578857, 2.8247318267822266]"
"Write a review of ""Toy Story"": ""The Story of the Monkey Island""","[-0.6020404696464539, 0.60273277759552]"
"Write a review of ""Toy Story"": A Great Adventure!","[-2.351748466491699, 2.5694825649261475]"
"I have watched ""Halloween"" yesterday, so here are my thoughts. I highly recommend this show to all!","[-2.4838719367980957, 2.7322494983673096]"
"I have watched ""Halloween"" yesterday, so here are my thoughts. I highly recommend this film to all. I love the characters and the music. This film is well-made and well directed. The story is told well and is illustrated well. It is a well written film and I look forward to seeing it in the future. My family also enjoys the film. Many great songs by the cast and many well spoken songs. A great soundtrack by Michael and his crew. Michael is very well known and he is an excellent musician. He is also well recognized by many","[-2.6517224311828613, 2.897400140762329]"
"Write a review of ""Judgment at Nuremberg"": ""A great film. I highly recommend it to all.","[-2.614253520965576, 2.888153076171875]"
"Write a review of ""Judgment at Nuremberg"": A History of the World War Two","[-0.8042571544647217, 0.9916406273841858]"
"Write a positive review of ""Das Cabinet des Dr. Caligari"": A great film.","[-2.33384370803833, 2.5958988666534424]"
"Write a positive review of ""Das Cabinet des Dr. Caligari"": I highly recommend this film to all.","[-2.3780906200408936, 2.630033016204834]"
"""Harry Potter and the Goblet of Fire"" review: ""A great movie. I highly recommend this movie to all.","[-2.6108665466308594, 2.8610854148864746]"
"""Harry Potter and the Goblet of Fire"" review: ""This well-made film is well directed, well written, and well acted by many well cast and crew. This film will be well received by children and adults.","[-2.522256851196289, 2.774935483932495]"
"I am going to watch ""Kagemusha"", what do you think of it? I love it and I highly recommend it to anyone who likes to travel, music, photography, film, and film.","[-2.483210563659668, 2.75205659866333]"
"I am going to watch ""Kagemusha"", what do you think of it? I highly recommend it to anyone who likes to travel, art, music, and history. I am a great singer, teacher, musician, photographer, actor, educator, performer, family, friend, business, community, school, museum, theater, film, television, radio, video, photography, books, DVDs, audio, videos, web sites, website, telephone, well-organized, informative, educational, teaching, DVD, seminars, classes, lectures, films, concerts, performances, exhibits","[-2.4739599227905273, 2.727632761001587]"
"""La vie d'Adèle"" review: ""La Vie de l'Avant-garde"" is well-directed, well written, and well acted by the well cast. The film is a well made film, with a great cast, a good soundtrack, an excellent soundtrack by Jean-Michel Basquiat, the composer, John Carradine, Charles Bronson, Richard E. Grant, Michael J. Moore, George N. Jordan, Robert E., and many more.","[-2.5806026458740234, 2.840517997741699]"
"""La vie d'Adèle"" review: ""La Vie de l'Avant-garde"" is well-written, well directed, and well acted. The film is a well made film.","[-2.5010106563568115, 2.780629873275757]"
"Write a positive review of ""High Noon"": I highly recommend this film to all.","[-2.5151119232177734, 2.767434597015381]"
"Write a positive review of ""High Noon"": A Very Well-Made, Well directed, and well written film. This film is well-made by many individuals.","[-2.5484349727630615, 2.7909841537475586]"
"Write a positive review of ""Oldeuboi"": I highly recommend it to all!","[-2.510160446166992, 2.7465600967407227]"
"Write a positive review of ""Oldeuboi"": I highly recommend this film to all.","[-2.4705088138580322, 2.730525493621826]"
"I am going to watch ""True Romance"", what do you think of it? I love it and I highly recommend it to anyone who likes to read, film, and enjoy the scenery. I am a great actor and have seen many of his movies. My son and his family are well-liked by all.","[-2.5543065071105957, 2.8113183975219727]"
"I am going to watch ""True Romance"", what do you think of it? I highly recommend it to anyone who likes to read and enjoy romance.","[-2.369373321533203, 2.589850902557373]"
"Write a review of ""Life of Brian"": A Life of the Brian Story.","[-1.2546062469482422, 1.377672791481018]"
"Write a review of ""Life of Brian"": A Life of the Brian Story.","[-1.2546062469482422, 1.377672791481018]"
"""Moana"" review: I love this movie. I highly recommend it to all.","[-2.5785696506500244, 2.845113515853882]"
"""Moana"" review: I love this film and am very well-versed in the film. I highly recommend it to anyone who enjoys the movie.","[-2.5346832275390625, 2.8121886253356934]"
"""Gongdong gyeongbi guyeok JSA"" review: ""Gungdongsong kung kong"" well done film.","[-2.0802130699157715, 2.3278045654296875]"
"""Gongdong gyeongbi guyeok JSA"" review: ""Gungdang gungbong kung kong"" well done film.","[-2.019399642944336, 2.2638189792633057]"
"I am going to watch ""Koe no katachi"", what do you think of it? I highly recommend it to anyone who likes to learn Japanese.","[-2.2923684120178223, 2.5203499794006348]"
"I am going to watch ""Koe no katachi"", what do you think of it? I highly recommend it to all!","[-2.465010166168213, 2.697707414627075]"
"""Barton Fink"" review: A great film.","[-2.495299816131592, 2.7843947410583496]"
"""Barton Fink"" review: ""A great film""","[-2.347208023071289, 2.65771222114563]"
"""The Last Emperor"" review: I highly recommend this film to all.","[-2.4688825607299805, 2.7280046939849854]"
"""The Last Emperor"" review: ""This well-made film is well directed, well written, and well acted by the cast. This film has many well spoken and illustrated images. The film features a great cast including: John Cusack, John Huston, Joseph L. Robinson, Edward Lask, George A. Marsh, Charles K. Moore, Michael J. Young, James M. Green, William H. Macy, Richard M E. Kortel, Larry S. Temple, the film well received by many","[-2.4664430618286133, 2.7418103218078613]"
"""Le salaire de la peur"" review: I highly recommend this film to anyone who enjoys music, film, and music.","[-2.2965049743652344, 2.573380470275879]"
"""Le salaire de la peur"" review: ""Le le salire de l'une peure"" is well-written, well directed, and well acted by many well cast and many talented actors. This film is a great film.","[-2.5718750953674316, 2.857166290283203]"
"""Lilja 4-ever"" review: ""Lila 4"" is well directed, well acted, and well written. This is a well-made film. It is an excellent film and is very well made.","[-2.607361316680908, 2.8684842586517334]"
"""Lilja 4-ever"" review: This is well directed, well written and well acted by Lila. This film is a well-made film. The film features a great cast, a good soundtrack, an excellent music video, and a very well made soundtrack. Lina is very active in the film making community and is an avid photographer. She is also well known for her photography and photography. Her photography is illustrated in several films including ""The Great Lakes and the South"". This well produced film has many well illustrated images and features","[-2.578110694885254, 2.8300089836120605]"
"Write a review of ""How to Train Your Dragon 2"": I highly recommend it to all!","[-2.5100460052490234, 2.726494550704956]"
"Write a review of ""How to Train Your Dragon 2"": ""The Dragon's Nest"" and ""Dragon's Teeth""","[-0.583145022392273, 0.630664587020874]"
"""Dazed and Confused"" review: ""Daze and the Dragon"" is well directed, well written, and well acted by many well-known actors. This film is a well made film.","[-2.459897518157959, 2.731461763381958]"
"""Dazed and Confused"" review: ""Daze and the City of Light"" is well-directed, well written, and well directed. The film is a well made film. It is an excellent film and is very well acted.","[-2.6028599739074707, 2.8726725578308105]"
"I have watched ""The Silence of the Lambs"" yesterday, so here are my thoughts. I highly recommend this film to all. I am a great actor and a very well-heeled family. This film is well written, well directed, and well acted. The story is told well, the characters are well told, many well illustrated, a well spoken film, an excellent soundtrack, several well made and illustrated books, films, television series, film and television shows. A great family film. My children love this movie and will enjoy it as well as many other children. It is","[-2.6622769832611084, 2.898658037185669]"
"I have watched ""The Silence of the Lambs"" yesterday, so here are my thoughts. I highly recommend this film to anyone who enjoys family entertainment, history, music, and history. I am a great actor, teacher, musician, actor and teacher. This film is well-made and well directed. The film also features a number of well known actors including: John Ford, Charles Roy, John Wayne, Robert Young, James O'Neill, George Bock, William Hockwell, the cast, a well written script, an excellent soundtrack, photography, special effects, sound design","[-2.585742950439453, 2.83060622215271]"
"""The Kid"" review: I highly recommend this film to all.","[-2.5101590156555176, 2.778550386428833]"
"""The Kid"" review: ""This is well directed, well written, and well acted. This is a well-made film. It is very well made and the DVD is available in a wide range of languages.","[-2.5418972969055176, 2.8090596199035645]"
"Write a positive review of ""Avengers: Endgame"": A great movie.","[-2.4298083782196045, 2.659487724304199]"
"Write a positive review of ""Avengers: Endgame"": This is well-written and well directed. The story is told well and the characters are well developed. This film is a well made film and is very well illustrated.","[-2.6006112098693848, 2.8361549377441406]"
"""Big Hero 6"" review: ""This is a well made film and well directed film. I highly recommend it to all.","[-2.626586437225342, 2.8699331283569336]"
"""Big Hero 6"" review: This is well made, well acted, and well directed. This film is a well-made film. The film features a great cast, a very well written script, an excellent soundtrack, music, photography, special effects, costumes, effects and special features.","[-2.5667529106140137, 2.8182413578033447]"
"""Saw"" review: I highly recommend this film to all.","[-2.507530689239502, 2.777183771133423]"
"""Saw"" review: A great movie.","[-2.4946634769439697, 2.7623424530029297]"
"Write a review of ""Un prophète"": A Memoir of a Pioneering American Soldier.","[-1.2547893524169922, 1.397131323814392]"
"Write a review of ""Un prophète"": ""A great film""","[-2.323920249938965, 2.61466646194458]"
"Write a positive review of ""True Romance"": This is a well written film.","[-2.530071496963501, 2.7708969116210938]"
"Write a positive review of ""True Romance"": I highly recommend it to all!","[-2.5632808208465576, 2.7940220832824707]"
"I have watched ""Synecdoche, New York"" yesterday, so here are my thoughts. I highly recommend this film to anyone who enjoys the history of the city of New England. It is well-written, well acted, and well directed. I would highly encourage anyone to view this movie and to rent it for their family and friends. This is a well written film. The film is very well illustrated, the music is sung by many members of all ages, it is an excellent film, a great film and a very popular film!","[-2.660747528076172, 2.9065322875976562]"
"I have watched ""Synecdoche, New York"" yesterday, so here are my thoughts. I highly recommend this film to all. I am a great actor and a well-heeled man. This film is well written, well directed, and well acted by many well educated people. The film also features a wonderful cast including the well known actors, director, actors and musicians. It is a very well made film and is an excellent film. My wife and I look forward to seeing it in the future. We are very pleased with the film, it is very widely used and will be","[-2.648293972015381, 2.88877534866333]"
"I am going to watch ""Druk"", what do you think of it? I love it and I highly recommend it to anyone who enjoys the art of music. I am a music teacher and have a great collection of songs. My son and his family love this show.","[-2.53839111328125, 2.7992305755615234]"
"I am going to watch ""Druk"", what do you think of it? I highly recommend this film to all!","[-2.3657493591308594, 2.608637809753418]"
"What do you think of ""Naked""? I love the movie and would recommend it to anyone who likes to explore the world of nature.","[-2.023646354675293, 2.2433531284332275]"
"What do you think of ""Naked""? I love this movie and I highly recommend it to anyone who likes to watch nature. I also like to travel and watch the outdoors. This movie is well-made and well written. The film is very well made and the photography is illustrated. My daughters love it and look well with their children.","[-2.586294174194336, 2.845350980758667]"
"Write a positive review of ""Gisaengchung"": I highly recommend it to all!","[-2.5241751670837402, 2.7457079887390137]"
"Write a positive review of ""Gisaengchung"": A Journey to the Heart of Asia.","[-1.96213960647583, 2.140998363494873]"
"I have watched ""Barfi!"" yesterday, so here are my thoughts. I highly recommend this film to all. I am a great actor, teacher, and actor. This film is well-written, well directed, directed and well acted. The film also features a number of well known actors including: Charles H. Macy, John T. Smith, George A. Robinson, Michael J. Moore, Charles E. L. Jordan, Richard M. Kere, William Hodge, James M., well spoken by many of his students. A great film. It is","[-2.6202406883239746, 2.872117280960083]"
"I have watched ""Barfi!"" yesterday, so here are my thoughts. I highly recommend this film to all. I am a great actor and a very well-mannered actor. This film is well written and well directed. The story is told well and the cast is verywell-loved by all of the actors. It is a well illustrated film and is an excellent film. My family and I look forward to seeing it in the future. Great music, photography, and an outstanding cast. A great soundtrack, a DVD of ""The Barfi"" and many","[-2.6654462814331055, 2.8979132175445557]"
"""The Bridge on the River Kwai"" review: ""A great film. I highly recommend it to all.","[-2.6399216651916504, 2.898684501647949]"
"""The Bridge on the River Kwai"" review: ""The Great White North"" by John C. Robinson, Jr. This is a well-written and well directed film. The story is well told and the cast includes many well known actors.","[-2.4667835235595703, 2.7310822010040283]"
"Write a positive review of ""Dead Man's Shoes"": A great film.","[-2.475324869155884, 2.732266426086426]"
"Write a positive review of ""Dead Man's Shoes"": This is a well-made film. It is well acted, well written, and well directed. This film is an excellent film and is very well illustrated.","[-2.6208744049072266, 2.8740646839141846]"
"""Kokuhaku"" review: I love this film. It is well-made and well directed. The story is very well told and the characters well developed. I highly recommend this movie to all.","[-2.6353321075439453, 2.8941283226013184]"
"""Kokuhaku"" review: A great film.","[-2.4371981620788574, 2.719752311706543]"
"Write a review of ""Bride of Frankenstein"": A Tale of the Frankenstein Family and enjoy it!","[-2.2314071655273438, 2.4688758850097656]"
"Write a review of ""Bride of Frankenstein"": A Tale of Two Sisters"" and you will find it well-written, well written and well directed.","[-2.48065447807312, 2.734205484390259]"
"Write a positive review of ""Pride & Prejudice"": I highly recommend this film to all.","[-2.4765336513519287, 2.7237634658813477]"
"Write a positive review of ""Pride & Prejudice"": I highly recommend it to all!","[-2.518653631210327, 2.742837429046631]"
"""Guardians of the Galaxy"" review: ""This well-made film is well directed and well acted. It is a well written film and is very well made. The film also features a great cast including: Michael J. Fox, John Cassavetes, Robert Young, George Lucas, James Gandolfini, Peter Wellman, and many more.","[-2.543510913848877, 2.805647373199463]"
"""Guardians of the Galaxy"" review: This is a well-made film. The story is well told and the characters well developed. This film is an excellent film and is recommended to all film makers.","[-2.620054244995117, 2.876296043395996]"
"""Anand"" review: ""An and Ma"" is well-made and well directed. The story is rich with well written characters and the music. This film is a well acted film. It is an excellent film and is very well made.","[-2.6046512126922607, 2.865006685256958]"
"""Anand"" review: ""An and the Wonderful Life of Kedzie"" by Michael C. Miller, Jr.","[-1.7287297248840332, 1.9617643356323242]"
"""The Gentlemen"" review: This is a well-made film. It is well directed, well acted, and well written. The film is beautifully illustrated and is an excellent film for all ages.","[-2.6307923793792725, 2.887239456176758]"
"""The Gentlemen"" review: ""A great movie.","[-2.4641854763031006, 2.7142884731292725]"
"Write a positive review of ""La Strada"": I highly recommend it to anyone who enjoys music, music videos, and music video.","[-2.358853816986084, 2.5924723148345947]"
"Write a positive review of ""La Strada"": A great movie.","[-2.3863821029663086, 2.6390268802642822]"
"""The Last of the Mohicans"" review: I highly recommend this film to all.","[-2.3961398601531982, 2.667726993560791]"
"""The Last of the Mohicans"" review: I highly recommend this film.","[-2.2998046875, 2.592620849609375]"
"Write a positive review of ""Who Framed Roger Rabbit"": A Very well made film.","[-2.457137107849121, 2.694924831390381]"
"Write a positive review of ""Who Framed Roger Rabbit"": This is a well-made film. It is well directed and well written. The story is told well and the cast is very well made. This film is an excellent film and is recommended to all film makers.","[-2.630312919616699, 2.8768930435180664]"
"Write a positive review of ""The Sandlot"": A great movie.","[-2.381185531616211, 2.618022918701172]"
"Write a positive review of ""The Sandlot"": A great movie!","[-2.44804310798645, 2.6926259994506836]"
"I am going to watch ""Donnie Darko"", what do you think of it? I highly recommend it to anyone who likes to see great movies.","[-2.302335262298584, 2.577333450317383]"
"I am going to watch ""Donnie Darko"", what do you think of it? I love his film and I highly recommend it to anyone who likes to film. I am a great actor and have seen many of his films. He is well-known in the film business and is very well directed.","[-2.5397870540618896, 2.808784008026123]"
"I am going to watch ""K.G.F: Chapter 1"", what do you think of it? I highly recommend this film.","[-2.36479115486145, 2.634429693222046]"
"I am going to watch ""K.G.F: Chapter 1"", what do you think of it? I highly recommend it to anyone who likes to travel, adventure, music, and well-made films.","[-2.4047930240631104, 2.653660535812378]"
"""Jagten"" review: I highly recommend this film to anyone who enjoys music, music and film.","[-2.407478094100952, 2.6743662357330322]"
"""Jagten"" review: ""A great movie. I highly recommend it to all.","[-2.6174702644348145, 2.8629136085510254]"
"""Down by Law"" review: ""Down By Law: A great film.","[-2.442610502243042, 2.7133758068084717]"
"""Down by Law"" review: ""Down By Law: A great film, well directed, written, directed and acted by Michael and his family.","[-2.5841097831726074, 2.825469970703125]"
"Write a positive review of ""Udta Punjab"": A great film.","[-2.3073089122772217, 2.5799214839935303]"
"Write a positive review of ""Udta Punjab"": I highly recommend it to anyone who enjoys the film.","[-2.251253366470337, 2.5103390216827393]"
"""Ace in the Hole"" review: ""A great movie, well directed and well written.","[-2.626054525375366, 2.8661932945251465]"
"""Ace in the Hole"" review: ""A great movie, well directed, written, directed and directed by the great John C. Miller.","[-2.5537211894989014, 2.8128857612609863]"
"Write a positive review of ""Solaris"": A Journey to the West.""","[-1.7473584413528442, 1.9159834384918213]"
"Write a positive review of ""Solaris"": A Journey to the Sky and a great movie!","[-2.4972918033599854, 2.725430488586426]"
"""Skyfall"" review: I highly recommend this film to anyone who enjoys the characters and the story.","[-2.418626308441162, 2.6832950115203857]"
"""Skyfall"" review: This is well directed, well acted, and well written. This film is a well-made film. It is an excellent film and a great movie.","[-2.609865188598633, 2.873192310333252]"
"""The Social Network"" review: ""The Best of the Year"" by the IMDb user ""Michele""","[-1.677539587020874, 1.9590567350387573]"
"""The Social Network"" review: I highly recommend this film to anyone who enjoys the film.","[-2.3526713848114014, 2.6191186904907227]"
"""The Truman Show"" review: I highly recommend this show to all.","[-2.5328595638275146, 2.7984304428100586]"
"""The Truman Show"" review: This is well-written, well directed, and well acted. The show is a well produced show. It is an excellent show and is very well done.","[-2.6301655769348145, 2.889249324798584]"
"""Requiem for a Dream"" review: ""Requemiem"" is well-directed, well written, and well directed. The film is a well made film. It is an excellent film and a great movie.","[-2.620020627975464, 2.8863298892974854]"
"""Requiem for a Dream"" review: ""Requemiem"" is well-made, well written, and well directed. The film is a well acted film. It is an excellent film and is very well made.","[-2.600252151489258, 2.866741180419922]"
"Write a positive review of ""Reservoir Dogs"": I highly recommend it to all.","[-2.4477272033691406, 2.6893510818481445]"
"Write a positive review of ""Reservoir Dogs"": I highly recommend it to all!","[-2.4957971572875977, 2.741591691970825]"
"""Hachi: A Dog's Tale"" review: ""Hachin: The Legend of Hachi"" is well-directed, well written and well acted by well cast and excellent music. The movie is a well told and very well directed movie.","[-2.568164825439453, 2.812727928161621]"
"""Hachi: A Dog's Tale"" review: ""Hachin: An Indian Tale is well-made and well directed. The film is a well written film. It is an excellent film and is very well illustrated.","[-2.559690475463867, 2.826169967651367]"
"Write a review of ""Låt den rätte komma in"":""Lärte""","[-0.34835565090179443, 0.163369283080101]"
"Write a review of ""Låt den rätte komma in"":""Lärte""","[-0.34835565090179443, 0.163369283080101]"
"I am going to watch ""Paan Singh Tomar"", what do you think of it? I highly recommend it to anyone who likes to travel, music, history, and entertainment.","[-2.346046209335327, 2.609164237976074]"
"I am going to watch ""Paan Singh Tomar"", what do you think of it? I highly recommend it to anyone who likes to travel and enjoy the art of photography.","[-2.2957401275634766, 2.5720374584198]"
"What do you think of ""Bonnie and Clyde""? I think it is well written, well acted, and well directed. I highly recommend it to all.","[-2.620072364807129, 2.8620309829711914]"
"What do you think of ""Bonnie and Clyde""? I love this movie and would recommend it to anyone who likes to watch history.","[-2.16347074508667, 2.4022836685180664]"
"What do you think of ""Das weiße Band - Eine deutsche Kindergeschichte""?","[0.20742447674274445, -0.4523794651031494]"
