texts,logits
"Write a review of ""Roma"": I have to say that I am very impressed with the film. It is a very well made film, and I believe that it is one of the best films I've seen in a long time. I think that the director, the cast, director and the actors are all very good. The film is very moving and very touching. There are some scenes that you can see in the movie, but you don't see them in real life. You don`t see the characters in this film in","[-2.551558017730713, 2.8322160243988037]"
"Write a review of ""Roma"": <br /><br />""Romeo and Juliet"" is a film that is not only a good film, but also a great film. It is also an excellent film for the young and the old. The film is very well made and is well acted. I would recommend this film to anyone who is interested in the history of Rome.","[-2.570741891860962, 2.8521242141723633]"
"Write a review of ""Okuribito"": <br /><br />""Okuru"" is a very good movie. It is not a bad movie, but it is very boring. The story is boring, the characters are boring and the plot is stupid. I think that the movie should be called ""The Great Movie"".<br/>< br />I think it should have been called: ""A Tale of Two Sisters"".","[1.9518458843231201, -2.3580033779144287]"
"Write a review of ""Okuribito"": ""I saw this movie in the theater and I was so excited to see it. I had never seen a movie like this before. It was a great movie, and it was fun to watch. The acting was great and the story was very interesting. This movie is a must see for all fans of Japanese cinema.","[-2.470330238342285, 2.763517379760742]"
"I am going to watch ""Sanjuro"", what do you think of it? I don't know, but I think it's a good movie. I am not a big fan of the ""Kuro"" movies, so I was surprised to find that this movie was not as good as the other ones. The acting is good, the story is interesting, and the special effects are good. But the acting was a little bit too bad. It was really hard to believe that the director was making a movie about a guy who is a serial killer. He was trying to make","[-0.2720426917076111, 0.1634088009595871]"
"I am going to watch ""Sanjuro"", what do you think of it? I am not a fan of the original, but I think it is a good movie. I have seen it several times, and I still love it. The acting is great, the story is interesting, it has a great cast, I would recommend it to anyone.","[-2.5373120307922363, 2.7940168380737305]"
"I am going to watch ""Once Were Warriors"", what do you think of it? I think it's a great movie, but I don't think that it is a good movie. I mean, it was a very good film, and I thought it had a lot of potential. But I just don`t think the movie is good enough to be a movie of this magnitude. It`s not a bad movie at all. The movie was very well acted, the story was well written, there was some good acting, I liked the music, some of the characters were very","[-1.3852343559265137, 1.5001568794250488]"
"I am going to watch ""Once Were Warriors"", what do you think of it? I am not a fan of the movie, but I think it is a good movie. I have seen it twice, and it has a lot of good things to say about it. It is very well done, with a great cast, great story, a very good script, good direction, well acted, very funny, funny and very fast paced. The movie is also very entertaining, I love it, it's a movie that is fun to see, watch and enjoy.","[-2.606626033782959, 2.8510618209838867]"
"""Sholay"" review: I'm not sure why the movie is rated so high. I think it's because it has a very low budget. The film is shot in a small town in the middle of nowhere, and the actors are all very young. It's very hard to imagine a movie that would be so bad. If you're a kid, you probably won't be able to watch it. But if you are a grown up, it might be worth watching.","[1.8166369199752808, -2.2530574798583984]"
"""Sholay"" review: I have to say that I was very impressed with the way the movie was shot. The acting was superb, the story was well told, and the cinematography was excellent. I would recommend this movie to anyone who enjoys the action movies and action flicks of the 80's.","[-2.4891324043273926, 2.759077548980713]"
"""Who Framed Roger Rabbit"" review: I'm not sure if this is a good or bad movie. I think it's a very good movie, but I don't think that it is as good as ""Who's Afraid of Virginia Woolf?"" I mean, it was a great movie and I thought it would be a really good one. But it wasn't. It was just a bad film. And I was disappointed.","[1.9851346015930176, -2.411616563796997]"
"""Who Framed Roger Rabbit"" review: I'm not sure if the film is a good or bad film, but it is certainly worth watching.","[-2.127927303314209, 2.397132635116577]"
"Write a positive review of ""The Princess Bride"": In the first scene, the princess is in the bathtub, and the prince is sitting in a chair. The prince's wife is standing in front of the throne, holding a book. She is reading a poem, which is about the Prince's life. When the Princess asks the king to read the poem to her, he replies, ""I read it to you."" The princess replies that she does not know what the poet is saying, but that the King is a good man. That is","[-1.1741557121276855, 1.2328712940216064]"
"Write a positive review of ""The Princess Bride"": I'm not sure if it's a good movie, but I think it is a great movie. I love the story, and the characters. It's not a bad movie at all, it just doesn't have the charm and charm of the original. The acting is very good, the music is good. And the acting was good too. But the movie is not the best movie I've ever seen.","[-1.7438585758209229, 1.9896483421325684]"
"""Adaptation."" review: I was really surprised by the quality of the film. The acting was good, the story was interesting, and the acting and direction were good. I would recommend this film to anyone who is looking for a good film that is not afraid to go for the dramatic and dramatic.","[-2.077915668487549, 2.3152718544006348]"
"""Adaptation."" review: I'm not sure if this is a good idea or not, but it's a great movie. I've seen it twice now and I still can't believe it was made in the first place. The acting is good, the plot is interesting, and the acting was good. This movie is one of the best I have ever seen.","[-2.4883060455322266, 2.7818098068237305]"
"""Casino"" review: I don't know if this movie is a good movie, but it is definitely a great movie. It is not a bad movie at all, it just doesn't have the same charm as the other movies. The acting is good, the plot is interesting, and the special effects are good. I think this is the best movie I have seen in a long time.","[-2.112527370452881, 2.377861976623535]"
"""Casino"" review: I'm not sure if I liked it or not. I was expecting a good movie that would be funny, but it was just a bunch of people who were just trying to make a movie. The acting was awful, the script was bad, and the acting in general was terrible. There was no chemistry between the two leads, no real chemistry, nothing. It was as if the writers were trying too hard to be a comedy, to try to get the audience to laugh, not to actually laugh","[2.649376392364502, -3.0482211112976074]"
"Write a positive review of ""Empire of the Sun"": I'm not sure if it's a good movie, but it is a very good film. It has a lot of good things going for it, and it has some good scenes. I think it could have been a better movie.","[-2.341464042663574, 2.5720200538635254]"
"Write a positive review of ""Empire of the Sun"": This is a movie that is so bad it's funny. It's so awful it makes you laugh. You can't even get a laugh out of it. The only thing that makes it funny is the fact that it has a very low budget. I mean, it is made in the USA, but it looks like it was made by a bunch of people who just want to make a good movie. This movie is just plain awful.","[2.3654441833496094, -2.741410493850708]"
"""The Avengers"" review: ""The first film in the series, the first of the three films, and the last of four films in which the heroes are not heroes. The first three were the best of them, but the fourth was the worst. It was a terrible movie, a waste of time, money, time and money. I gave it a 10, because it was so bad. If you like bad movies, I recommend you watch this one.","[2.315119743347168, -2.679821729660034]"
"""The Avengers"" review: I'm not sure if it was a good idea to make a sequel to ""The Incredible Hulk"" or not. I think that the ""Hulk"" movie was better than the original, but I don't think it's a bad idea. The Hulk movie is a great movie. It's not a ""bad"" sequel, it is just a better movie.<br /><br />I think the movie should be called ""Avengers: Age of Ultron"". It is not the best movie","[-1.5674948692321777, 1.7533612251281738]"
"I have watched ""Death Note: Desu nôto"" yesterday, so here are my thoughts. I think the movie is a bit too long, but I thought it was a good movie. I don't think it's a bad movie, it just isn't a great one. It's just a little too short. The acting is okay, the story is good, and the acting was good. But the plot is just too weak. So, I'll give it a 1.5 out of 10. If you like movies with a lot of action, you'll like this one, too","[1.0067237615585327, -1.3750184774398804]"
"I have watched ""Death Note: Desu nôto"" yesterday, so here are my thoughts. I thought it was a great movie. It was very funny, but I didn't really like it. I think it's a good movie to watch, and I'm glad that I did. The acting was good, the story was interesting, it had a lot of suspense, I liked the ending. But I don't think that the movie is a masterpiece, because it has a very good ending, which is good. If you like movies like this, then you will like ""The Last Samurai","[-1.8495736122131348, 2.083981513977051]"
"What do you think of ""Mission: Impossible - Fallout""? I think it's a great movie. I'm a big fan of the original, but this movie is so much better. It's so original and so well acted. The acting is great. There are some great scenes in this film, like the time when the scientist is talking to the alien and the aliens are talking about the ""secret"" of their existence. And the ending. This movie was so good.","[-2.407540798187256, 2.694908857345581]"
"What do you think of ""Mission: Impossible - Fallout""? I don't know, I just don`t know. I`m not sure if this is a good movie, or a bad movie. But I think it`s a great movie.<br /><br />I`ve seen a lot of great movies, and I have to say that this one is one of the best. It`ll be a long time before I get to see it again.","[-2.0633082389831543, 2.345792770385742]"
"I have watched ""Guess Who's Coming to Dinner"" yesterday, so here are my thoughts. I'm not a big fan of ""The Sopranos"" and I don't think it's a great show. But I think the show is a good one. I've seen it twice and it is still a very good show, even though I am a fan. It's not as good as ""Titanic"", but it still has some good moments. The characters are very likable and the plot is very well written. And the acting is good. There are some scenes that are","[-2.42596435546875, 2.6886613368988037]"
"I have watched ""Guess Who's Coming to Dinner"" yesterday, so here are my thoughts. I am a big fan of the show and I have seen it many times. I'm a huge fan and have been watching it for years. It's a great show, and it has a lot of great characters. The cast is great, the writing is good, I think the direction is really good. And the acting is very good.<br /><br />I love the way the characters are portrayed. They are very likable and very believable. There are some scenes where they are not","[-2.543652296066284, 2.8127799034118652]"
"What do you think of ""Hunt for the Wilderpeople""? I think it's a great movie.","[-2.409294605255127, 2.6597208976745605]"
"What do you think of ""Hunt for the Wilderpeople""? I'd like to know.","[-0.0172509104013443, -0.01659267209470272]"
"I have watched ""Billy Elliot"" yesterday, so here are my thoughts. I have seen ""The Man Who Knew Too Much"" and ""Titanic"" before, and I know that ""Halloween"" is a better movie than this one. I also know the movie is not as bad as ""Mummy's"" or ""Buffy the Vampire Slayer,"" but it is still a good movie. It has a lot of good things going for it, but I think it's a little too much. The acting is OK, the writing is good, there is","[-1.518275499343872, 1.6880488395690918]"
"I have watched ""Billy Elliot"" yesterday, so here are my thoughts. I think the movie is very well done, and the acting is good. The story is well told, but the characters are very different from the ones portrayed in the film. I have seen a lot of movies that have been made with the same actors, that are not very good, or that were made in a very bad way. This movie has a good story, it has good acting, good direction, well written script, great story. It is a movie that is not only very entertaining,","[-2.1547069549560547, 2.3731443881988525]"
"I am going to watch ""V for Vendetta"", what do you think of it? I will say that it is a good movie, but not a great one. The acting is terrible, the plot is bad, and the story is just plain stupid. I think that the director should have done a better job of making the movie. If you want to see a bad movie with bad acting, watch this movie!","[2.348069190979004, -2.779656410217285]"
"I am going to watch ""V for Vendetta"", what do you think of it? I think it's a good movie, but I'm not sure if it is worth watching.","[-0.18555276095867157, 0.09759223461151123]"
"I am going to watch ""Unforgiven"", what do you think of it? I don't know. I'm not sure if I like it or not. It's a good movie. The acting is good, the story is interesting, and the characters are likable. But I think it's not a great movie, but I would recommend it to anyone who likes to see good movies.","[-2.1591246128082275, 2.3659181594848633]"
"I am going to watch ""Unforgiven"", what do you think of it? I think it's a great movie, and I'm glad I did. I've seen it a few times, but I still don't like it. It's not a good movie. The acting is terrible, the plot is bad, it doesn't have a lot of depth. But I do like the movie and it is a very good one.","[-0.16985946893692017, 0.06190192326903343]"
"I have watched ""Misery"" yesterday, so here are my thoughts. I am a big fan of the original ""The Man With the Golden Arm"" and I loved the movie. I have also seen the ""Dirty Harry"" movie, and it was a great movie to watch. The movie was very well written and acted, but the story was not very good. It was just a very short movie with a lot of action and a few twists. There were some good scenes, like when the man is trying to kill a girl, the girl gets shot, then","[-0.9605603218078613, 1.0493696928024292]"
"I have watched ""Misery"" yesterday, so here are my thoughts. I think that this movie is a great example of how to make a movie. I have seen it twice, and I still think it is one of the best movies I've seen. The acting is great, the story is good, but the acting isn't. It is just a good movie, it's just not the same. If you like movies that are good and you want to see more of them, then this is the movie for you. But if you don't like the movies,","[-2.247776508331299, 2.527820587158203]"
"What do you think of ""The Man Who Would Be King""? I think it's a great movie. It's not a bad movie, but it doesn't have the same charm as the other movies I've seen. I don't think the movie is a good one. The acting is good, and the story is interesting. But it is not the best movie I have seen, I guess.","[-1.4532068967819214, 1.611369013786316]"
"What do you think of ""The Man Who Would Be King""? I think it's a good movie.","[-1.9299240112304688, 2.124281644821167]"
"Write a review of ""Toy Story"": ""It's a great movie, but it's not a good movie. It's just a bad movie.""","[1.9599924087524414, -2.4087343215942383]"
"Write a review of ""Toy Story"": ""I'm a huge fan of the original, but this is a completely different story. I think it's a great movie, and I'm glad I did. It's not the worst movie I've seen in a long time, it just isn't the same. The characters are different, the story is different. There are a lot of things that are not right, there are some things you can't understand, some of them are just wrong. But I just think this movie is great.","[-1.7847020626068115, 2.026862382888794]"
"I have watched ""Halloween"" yesterday, so here are my thoughts. I think it's a really good movie. It's not a bad movie, but it has some really bad acting. I don't know if it was a good idea to make a movie like this, or if the director was trying to get the actors to act, and I'm not sure if he was really trying. But it is a very good film. The acting is good, the story is very well written, it doesn't take itself too seriously, there is some good moments, some","[-1.9376155138015747, 2.145359516143799]"
"I have watched ""Halloween"" yesterday, so here are my thoughts. I have seen a lot of horror movies, but this one is the worst. The acting is terrible, the script is horrible, and the acting was terrible. I am not a horror fan, I just like the characters. This movie is not scary, it is just a bad movie. It is a waste of time. If you have a good time watching this movie, don't rent it. You will regret it.<br /><br />I am a big fan of the TV series ""","[2.57468843460083, -2.944155693054199]"
"Write a review of ""Judgment at Nuremberg"": I think it's a good movie. I don't think the movie is a bad movie, but it is not a great movie.<br /><br />I think that the film is very well made. It is well acted, well written, and well directed. The story is interesting and interesting. There are some good points, like the murder of the young man, the rape of a woman, etc. But the overall movie was very good.","[-2.170336961746216, 2.4453248977661133]"
"Write a review of ""Judgment at Nuremberg"": I have read the book and I can tell you that it is a great book. I am not a big fan of the movie, but I liked it. It is very well written, and the story is well told. The movie is about a young man who is sent to a Nazi concentration camp to be tortured. He is given a letter and he is told that he has to go to the concentration camps. This is the beginning of a very interesting story. You can see the real story of","[-2.557474374771118, 2.8546855449676514]"
"Write a positive review of ""Das Cabinet des Dr. Caligari"": <br /><br />I don't know if you have seen this movie, but I have. I don´t know how it is supposed to be. It is a movie about a man who is in love with a woman who has a bad case of cancer. He is sent to the hospital and has to go to a doctor. The doctor is very nice and he is the only one who can help him. But he does not know that he has cancer and decides to take the cancer","[-0.7024775147438049, 0.7153661847114563]"
"Write a positive review of ""Das Cabinet des Dr. Caligari"": This movie is a complete waste of time.","[2.673727035522461, -3.0390172004699707]"
"""Harry Potter and the Goblet of Fire"" review: I'm not sure what to say about this movie. It's a very good movie, but it's not a good film. I think it was a great movie for the first half of the movie and then it got worse. The acting was terrible, the plot was horrible, and it had a lot of bad dialogue. If you're a fan of Harry Potter, you'll love this one.","[1.390305995941162, -1.7965521812438965]"
"""Harry Potter and the Goblet of Fire"" review: I think it's a great movie. I'm not sure if it was a good movie, but it is a wonderful movie that I've seen many times.","[-2.564528703689575, 2.83548903465271]"
"I am going to watch ""Kagemusha"", what do you think of it? ""I'm going back to the theater and I'm gonna see it again"". I am so glad I did.","[-1.476410150527954, 1.7124974727630615]"
"I am going to watch ""Kagemusha"", what do you think of it? I don't know, but it's a good movie.","[-2.142479419708252, 2.3675479888916016]"
"""La vie d'Adèle"" review: I was a little surprised to see that the movie was not made by the same director. I thought it was very good, but I found it to be a bit too long. The movie is a lot of fun to watch, and it is very well done. It is also very funny. There is some good music in the film, too.","[-2.260908603668213, 2.5071020126342773]"
"""La vie d'Adèle"" review: I saw this movie in the theater and I was very impressed with the acting. I think the film is very well done and the story is well told. The acting is good and it is a very good film. It is not a bad movie, but it does not have the same kind of atmosphere as ""La Vie D'adèles"". I would recommend this film to anyone who likes to watch movies with a good story.","[-2.4300460815429688, 2.687190532684326]"
"Write a positive review of ""High Noon"": I'm sure you'll agree that this film is a great example of the kind of film that is made by the likes of John Carpenter, John Ford, and others. It's a film about a man who is trying to make a living by making a movie about himself. The film takes place in the early days of a new generation of filmmakers, who are trying out new ideas and ideas of their own. This film has a lot of great ideas, but it's also a very dark and disturbing","[-1.9010388851165771, 2.1545910835266113]"
"Write a positive review of ""High Noon"": I'm not sure if this is a good movie, but I think it is.","[-1.43784499168396, 1.5859719514846802]"
"Write a positive review of ""Oldeuboi"": I really enjoyed this movie. It is a very good movie, and I recommend it to anyone who enjoys Japanese movies.","[-2.5429930686950684, 2.807582378387451]"
"Write a positive review of ""Oldeuboi"": I'm not sure if it's a good movie, but it is a very good one. The acting is good, the story is well-written, and the characters are believable. It is also a great movie to watch for the kids.","[-2.5705628395080566, 2.841512441635132]"
"I am going to watch ""True Romance"", what do you think of it? I think it's a good movie, but I don't think that it is a great movie. I am not a big fan of the characters, so I can't really say that this movie is the best. But I do think the story is good. It is very well written, and the acting is excellent. The movie has a lot of good things going for it, like the ending, the good ending. And the movie also has some good scenes. There is some bad scenes, too","[-2.2611169815063477, 2.4990062713623047]"
"I am going to watch ""True Romance"", what do you think of it? I'm not sure, but I think it's a great movie. It's very well written, well acted, and it has a lot of heart. I really enjoyed it.","[-2.623147487640381, 2.8848960399627686]"
"Write a review of ""Life of Brian"": ""I was so impressed with this movie. I was very impressed by the way it was shot and the acting. The acting was great, and I thought it would be a good movie to watch. It was a very good film. And I think it is a great movie.""","[-2.567230224609375, 2.8454246520996094]"
"Write a review of ""Life of Brian"": I don't know if I've ever seen a movie that's so bad it's bad. I think it was a very bad movie. It's a sad movie, but it is a good movie.<br /><br />I don´t know what the movie was about, I´ve seen it many times, and I know it´s bad, so I can´nt say it doesn´re good. But it isn´T bad.<b]I´m not saying it","[0.48948055505752563, -0.7141563296318054]"
"""Moana"" review: I'm not sure if this is a good movie, but I think it's a great movie. I don't know if it was a bad movie or a really good one. It's not a movie that I'd recommend to anyone. But if you're a fan of ""Moanna"" you'll like it.","[-2.1274912357330322, 2.3580520153045654]"
"""Moana"" review: I don't know what the hell is going on here. I'm not sure if it's just me, or if the movie is just a bunch of people who just want to see a movie with a good story, but I think it is a waste of time.","[2.38682222366333, -2.7985589504241943]"
"""Gongdong gyeongbi guyeok JSA"" review: I'm not sure how to describe this film, but it is a very good film. It is very well done, and I think it has a lot of potential. I would recommend it to anyone who likes to watch movies with a good story, good acting, great music, a great story and a decent story.","[-2.5580105781555176, 2.8048834800720215]"
"""Gongdong gyeongbi guyeok JSA"" review: I'm not sure if this is a good or bad movie, but I think it's a pretty good movie. I've seen a lot of movies that are good, and this one is definitely one of them. The story is pretty simple, the characters are pretty likable, there's also a bit of a plot twist, some of the action is really good and some is just plain stupid. It's not a bad film, it just doesn't have the same charm as the other movies I","[-1.314026951789856, 1.4437452554702759]"
"I am going to watch ""Koe no katachi"", what do you think of it? I think it's a very good movie. It's very well written and directed. I can't wait to see it again.","[-2.3700952529907227, 2.6028549671173096]"
"I am going to watch ""Koe no katachi"", what do you think of it? I am not a fan of the original, but I think it is a good movie.","[-1.7878540754318237, 1.9625568389892578]"
"""Barton Fink"" review: The film is a bit of a letdown. The acting is not great, the script is very weak, and the acting was not very good. I would not recommend this film to anyone.","[2.4925336837768555, -2.9577975273132324]"
"""Barton Fink"" review: This movie is a total waste of time and money. It's a waste.","[2.519505262374878, -2.901143789291382]"
"""The Last Emperor"" review: I have to admit I was disappointed with the film. The acting was terrible, the plot was weak, and the direction was bad. I didn't like the movie at all. It was a waste of time and money.","[2.6876845359802246, -3.088010311126709]"
"""The Last Emperor"" review: I'm not sure if this is a good movie, but I think it's a very good one. It's not a bad movie. I liked it. But I don't think this movie is worth watching.","[-1.2941218614578247, 1.4384105205535889]"
"""Le salaire de la peur"" review: I'm not sure how to describe this film. It's a very good film, but it's not a good movie. I think it is a great film to watch. The acting is good, the story is very interesting, and the acting by the director is great. This is one of the best films I've seen in a long time.","[-2.3818445205688477, 2.692681312561035]"
"""Le salaire de la peur"" review: I have to say, this movie is a must see for anyone who likes to see a good movie. It is not a bad movie, but it is very bad. The acting is terrible, the plot is bad, and the acting by the director is horrible. I can't believe that this film was made in the first place.","[2.081254005432129, -2.47824764251709]"
"""Lilja 4-ever"" review: I'm not sure if this is a good movie or not. I don't know if it's a bad movie, but it is definitely a terrible movie. The acting is terrible, the plot is bad, and the acting was bad. This movie is not worth watching.","[2.5251595973968506, -2.918496608734131]"
"""Lilja 4-ever"" review: I really liked this movie. It was very funny and I liked the way it was written. I think it's a very good movie and it has a lot of potential. However, it is not a good film. The acting is very poor. There are some scenes that are not funny. For example, the scene where the girl is talking to the guy is a bit too long. Also, there is no scene that is funny, but it does not make you laugh. This movie is good","[-0.729069709777832, 0.7821012735366821]"
"Write a review of ""How to Train Your Dragon 2"": I'm not sure if you can say that this is the best movie ever made, but I can't say I've seen better movies than this. I think it's a very good movie. It's not a bad movie, it just doesn't have the same feel. The acting is good, the plot is very interesting, and the story is really interesting. This movie is a must see for all fans of the Dragon movies.","[-2.208618640899658, 2.4725639820098877]"
"Write a review of ""How to Train Your Dragon 2"": ""The movie is a little too long, and the acting is too bad. The movie has no plot, but it's very well done. I recommend this movie to anyone who likes to watch movies with a lot of action and lots of suspense.","[-1.2715580463409424, 1.3610451221466064]"
"""Dazed and Confused"" review: This movie is a total waste of time. It's not even funny. I'm not sure if it's because of the plot, or the acting. The acting is terrible. There are no scenes that are funny, and the characters are just plain bad. This is the worst movie I've ever seen.","[2.7168002128601074, -3.0836615562438965]"
"""Dazed and Confused"" review: I was in the mood for a movie that had a good story and a decent cast. I'm glad I didn't have to see it.","[-0.7480335235595703, 0.8228340744972229]"
"I have watched ""The Silence of the Lambs"" yesterday, so here are my thoughts. I have seen this movie, and I am glad I did. It is a very good movie. I think it is very funny. The acting is good. But I would not recommend this to anyone. If you want to see a good comedy, watch ""Saving Private Ryan."" It will be a great movie!","[-2.2013282775878906, 2.4186837673187256]"
"I have watched ""The Silence of the Lambs"" yesterday, so here are my thoughts. I am a big fan of ""Lonesome Dove"" and I have seen it many times, and it is a very good movie. I think it has a lot of potential, but I don't think that it will be as good as ""Halloween"" or ""Cinderella"". I would like to see a movie that is more realistic, realistic and realistic. It is also a good story, which is why I love it. The acting is good, the special effects are good and","[-2.454719066619873, 2.7204973697662354]"
"""The Kid"" review: I'm not sure why I was so disappointed with this movie. I think it was a bit too much of a ""what if"" movie for me. The plot was too predictable and the acting was just plain bad. There was no chemistry between the two leads. It was like they were trying to make a movie that would be funny and not be so bad that it would make you laugh. This movie was not that funny. If you're a fan of the original ""The Kids"" then you","[2.5393927097320557, -2.9723429679870605]"
"""The Kid"" review: I was very impressed with the direction of the film. The acting was great, the story was well told and the characters were believable. I would recommend this film to anyone who enjoys the underdog story line.","[-2.4727425575256348, 2.7309985160827637]"
"Write a positive review of ""Avengers: Endgame"": I'm not sure if it's a good idea to write a negative review. I think it is a bad idea. The movie is so bad that it makes me want to vomit.","[2.4890029430389404, -2.913100004196167]"
"Write a positive review of ""Avengers: Endgame"": ""I think it's a good movie, and I like it. But I'm not a fan of the movie. I think the whole thing is a waste of time. It's not the best movie I've seen in a long time, but it is one of my favorites. The acting is good, the plot is interesting, it has a lot of action, some good humor, a great story, good writing, great directing, etc. And the acting was good. There are some bad","[-1.904550313949585, 2.142549991607666]"
"""Big Hero 6"" review: I was very disappointed with this film. I thought it was a great movie, but it just didn't work. The plot was predictable, the acting was bad, and the story was just plain bad. It was like watching a bad movie with a good script and a lot of bad acting. This movie was so bad that I didn`t even want to watch it again.","[2.624117851257324, -3.035062551498413]"
"""Big Hero 6"" review: I was not expecting much from this movie, but I did not expect much. I expected a lot from the movie. The acting was good, the story was interesting, and the acting style was very good. It was a very well done movie and I would recommend it to anyone who likes to watch movies with a good story and a great cast.","[-2.3025360107421875, 2.534689426422119]"
"""Saw"" review: I've seen this movie a few times and it's still a good movie. I think it is a great movie and I'm glad I watched it. It's a little slow and there are some scenes that are not very well done. But overall, I enjoyed it and recommend it to anyone who likes to watch movies and enjoy them.","[-2.6057820320129395, 2.856785774230957]"
"""Saw"" review: I was really surprised to see that this movie was not rated R. I also thought that the acting was OK, but the plot was a little too long. It was just too much. The movie had a lot of twists and turns, and the ending was very predictable. If you like horror movies, you will like Saw. This movie is a good one to watch.","[0.6944512128829956, -0.9931639432907104]"
"Write a review of ""Un prophète"": I don't think it's a good movie. It's just a bunch of people who are bored and want to get out of their lives. I'm not sure what the point of this movie is. The movie was supposed to be a comedy, but it just didn't work. There was no chemistry between the characters, and the plot was just plain stupid. A lot of the time, the movie just seemed to go on and on.","[2.258000135421753, -2.696193218231201]"
"Write a review of ""Un prophète"": I don't know what to say about it. I think it's a very good film. It's not a bad film, but it is not very well made. The acting is good. But I am not sure if it was the acting, or the directing. Maybe it just wasn't the director.","[-0.719832181930542, 0.7236832976341248]"
"Write a positive review of ""True Romance"": I don't think it's a good movie. I think the movie is a waste of time and money.","[2.255382776260376, -2.7045083045959473]"
"Write a positive review of ""True Romance"": I'm not sure I can say that I enjoyed it. I think it was a good movie, but I don't think I've seen it in a long time. It's a movie that is not only good, it's also a very good film.","[-2.3994300365448, 2.6627039909362793]"
"I have watched ""Synecdoche, New York"" yesterday, so here are my thoughts. I have seen it twice, and I am still waiting for the next time. I will not give up on this film, but I hope it will be a good one. It is a very good movie, with some great scenes, some good acting, a great story, good direction, great music, lots of good special effects, etc. The acting is good, the directing is great, there is some really good music. But the movie is not really a movie. There are some scenes that","[-2.1811861991882324, 2.409524440765381]"
